Tibetan	Description
རྨི་ལམ་	[E: [s: [c.s: [b:C,MV] «svapna» ] [c.s: [b:C] «supina» ] [c.s: [b:C] «supināntare» ] [c.s: [b:C] «svapnāntara» ] [c.e: [HP] «dream༿BJ 59.6༾» ] [c.e: [b:C] «in his dreams; in a dream» ] [c.e: rmi lam gyi sngon po sngon por gsal bar snang ba'i rmi lam gyi shes pa » «a dream-consciousness to which a dream-blue clearly appears as blue» ] ]
རྨི་ལམ་འདྲ་བ་	[E: [s: [c.s: [b:C] «svapnopama» ] [c.e: [HP] «dream-like; like a dream; similar to a dream» ] ]
རྨིགས་པ་	[E: [s: [c.e: [HP] «lizards» ] ]
རྨུགས་པ་	[E: [s: [c.s: [b:LCh,L] «sthyāna» ] [c.s: «styāna» ] [c.e: [HP] «lethargy; obscuration» ] [c.e: «sloth; torpor; laziness» ] [n:Comment: This is one of the twenty secondary afflictions (nye nyon nyi shu, upakleśa): (1) belligerence (khro ba, krodha); (2) resentment ('khon 'dzin, upanāha); (3) concealment ('chab pa, mrakṣa); (4) spite ('tshig pa, pradāsa); (5) jealousy (īrṣyā); (6) miserliness (mātsarya); (7) deceit (sgyu, māyā); (8) dissimulation (g.yo, śāṭhya); (9) haughtiness (rgyags pa, mada); (10) harmfulness (rnam par 'tshe ba, vihiṃsā); (11) non-shame (ngo tsha med pa, āhrīkya); (12) non-embarrassment (khrel med, anapatrāpya); (13) lethargy (rmugs pa, styāna); (14) excitement (rgod pa, auddhatya); (15) non-faith (ma dad pa, āśraddhya); (16) laziness (le lo, kausīdya); (17) non-conscientiousness (bag med pa, pramāda); (18) forgetfulness (brjed nges pa, muṣita-smṛtitā); (19) non-introspection (shes bzhin ma yin pa, asaṃprajanya); (20) distraction (rnam par g/yeng pa, vikṣepya).] ]
རྨོངས་	[E: [g: [p:vb] [t: i:རྨོང་ i:རྨོང་ i:རྨོངས་ i:རྨོངས་ ]] [s: [c.s: [b:MV] «moha» ] [c.s: [b:MV] «vimoha» ] [c.s: [b:MV] «saṃmoha» ] [c.e: [HP] «obscuration; delusion; confusion; ignorance; dullness» ] ]
རྨོངས་པ་	[E: [g: [p:vb] [t: i:རྨོང་ i:རྨོང་ i:རྨོངས་ i:རྨོངས་ ]] [s: [c.s: [b:LCh,MSA,L] «mūḍha» ] [c.s: [b:LCh,MSA,MV,C] «moha» ] [c.s: [b:C] «muhyati» ] [c.s: [b:MSA] «vimūḍha» ] [c.s: [b:MSA] «saṃmūḍha (e.g.: jñeyeṣv asaṃmūḍha)» ] [c.s: [b:MV] «vimoha» ] [c.s: [b:MV] «saṃmoha» ] [c.s: [b:C] «dhandhāyitatā» ] [c.s: [b:C] «dhanvāyitatva (=ajñānaṃ tat-svarūpa-apratipattiḥ)» ] [c.e: [HP] «obscuration; delusion; confusion; ignorance; dullness» ] [c.e: [b:C] «ignorant; stupefaction; stupefied; be bewildered» ] ]
རྨོངས་པ་དང་བཅས་པ་	[E: [g: [p:vb] [t: i:རྨོང་ i:རྨོང་ i:རྨོངས་ i:རྨོངས་ ]] [s: [c.s: [b:MSA] «samoha» ] [c.e: [HP] «obscured; having obscurations; deluded; confused; be dull» ] ]
རྨོངས་པ་མེད་པ་	[E: [g: [p:vb] [t: i:རྨོང་ i:རྨོང་ i:རྨོངས་ i:རྨོངས་ ]] [s: [c.s: [b:MSA] «asamoha» ] [c.e: [HP] «non-obscuration; non-delusion; non-deluded; non-confused» ] ]
སྨག་	[E: [s: [c.e: [HP] «black; dark; darkness» ] ]
སྨག་རུམ་	[E: [s: [c.e: [HP] «dark; darkness» ] ]
སྨད་	"[E: [s: [c.s: [b:MSA] «(vi √vṛṇ): vivarṇayati» ] [c.e: [HP] «lower; lower part; M#ay (""""Lower"""") College of S#e-ra Monastic University» ] ]"
སྨད་པ་	[E: [s: [c.s: [b:C] «jugupsanatā» ] [c.s: [b:C] «jugupsyān» ] [c.s: [b:MSA] «nindita» ] [c.s: [b:MSA] «paribhāṣā» ] [c.s: [b:MSA] «(vi √garh): vigarhate» ] [c.s: «nindā» ] [c.e: [HP] «lower; lower part; blame» ] [c.e: [b:C] «loathing; in disgust» ] ]
སྨན་	[E: [s: [c.s: [b:LCh,C,L,MSA] «bhaiṣajya» ] [c.s: [b:C] «oṣadhī» ] [c.s: [b:C] «cikitsaka» ] [c.s: [b:MSA] «auṣadha» ] [c.e: [HP] «medicine; drug» ] [c.e: [b:C] «herb; remedy; medical treatment» ] ]
སྨན་ཁང་	[E: [s: [c.e: [HP] «[medicine-house]; hospital» ] ]
སྨན་པ་	[E: [s: [c.s: [b:C,MSA] «vaidya» ] [c.e: [HP] «physician; doctor» ] ]
སྨིག་རྒྱུ་	[E: [s: [c.s: [b:MSA] «marīci» ] [c.e: [HP] «mirage» ] ]
སྨིན་	[E: [s: [c.e: [HP] «ripen; mature; fructify; [for smin ma:] eyebrow» ] ]
སྨིན་པ་	[E: [s: [c.s: [b:L] «vipāka» ] [c.s: [b:MSA] «pakva» ] [c.s: [b:MSA] «paripāka» ] [c.e: [HP] «ripen; mature; fructify; maturation; ripening; matured; ripened» ] ]
སྨིན་བྱེད་	[E: [s: [c.s: [b:MSA] «pācanā» ] [c.s: [b:MSA] «pācika» ] [c.s: [b:C] «paripācana» ] [c.s: [b:C] «pācana» ] [c.e: [HP] «ripener; ripening; maturing» ] ]
སྨིན་མ་	[E: [s: [c.e: [HP] «eyebrow» ] ]
སྨིན་ཚུགས་	[E: [s: [c.s: [b:C] «bhruva» ] [c.e: [b:C] «eye-brows» ] ]
སྨེ་བ་གནག་བག་	[E: [s: [c.s: [b:C] «kālatilaka» ] [c.e: [b:C] «mole» ] ]
སྨོད་	[E: [g: [p:vb] [t: i:སྨད།་ i:སྨོད།་ i:སྨད།་ i:སྨོད།་ ]] [s: [c.s: [b:C] «paṃsaka» ] [c.s: [b:C] «pamsayati» ] [c.s: [b:C] «prativacati» ] [c.s: [b:vi √garh] «: ༿MSA༾vigarhanti» ] [c.s: [b:C] «vigarhate» ] [c.s: [b:C] «vigarhati» ] [c.s: [b:MSA] «ninda» ] [c.e: [b:C] «opposes; censure; one who deprecates» ] ]
སྨོད་པ་	[E: [s: [c.s: [b:C] «jugupsanatā» ] [c.s: [b:C] «paṃsana» ] [c.s: [b:C] «paṃsayi» ] [c.s: [b:C] «vijugupsana» ] [c.s: [b:MSA] «jugupsana» ] [c.s: [b:MSA] «jugupsin» ] [c.s: [b:MSA] «apavadana» ] [c.s: [b:MSA] «(√nind)» ] [c.s: [b:MSA] «prativahana» ] [c.e: [HP] «loathing; deprecating; deprecates» ] ]
སྨོན་	[E: [s: [c.s: [b:MSA] «praṇidhāna» ] [c.e: [HP] «wish; admire; pray; aspire» ] ]
སྨོན་ནས་མཁྱེན་པ་	[E: [g: [p:vb] [t: i:མཁྱེན་ i:མཁྱེན་ i:མཁྱེནད་ i:མཁྱེནད་ ]] [s: [c.s: [b:C] «praṇidhi-jñāna» ] [c.e: [b:C] «cognition which results from resolve» ] ]
སྨོན་པ་	[E: [s: [c.s: [b:C] «praṇidadhāti (e.g.: mā cittaṃ praṇidhāḥ)» ] [c.s: [b:C,MV,MSA] «praṇidhāna» ] [c.s: [b:MV] «praṇihita» ] [c.s: [b:MSA] «nidhāna» ] [c.s: [b:MSA] «āśaṃsana» ] [c.s: [b:MSA] «āśāsti» ] [c.s: [b:MSA] «samāśāsti» ] [c.e: [HP] «wish; admire; pray; aspire» ] [c.e: [b:C] «resolves; vow; plans for the future; resolve; desire for the future» ] ]
སྨོན་པ་མེད་པ་	[E: [s: [c.s: [b:C,MSA] «apraṇihita» ] [c.s: [b:C] «apraṇidhāna» ] [c.e: [HP] «wishlessness༿N༾» ] [c.e: [b:C] «not hopeful; no plans made for the future; no lack of vows» ] ]
སྨོན་པ་མེད་པའི་ཏིང་ངེ་འཛིན་	[E: [g: [p:vb] [t: i:གཟུང་ i:འཛིན་ i:བཟུང་ i:ཟུངས་ ]] [s: [c.s: [b:MSA] «apraṇihita-samādhi» ] [c.e: [HP] «meditative stabilization of wishlessness; wishless meditative stabilization» ] ]
སྨོན་པའི་སེམས་	[E: [s: [c.s: [b:MSA] «āśāsti-citta» ] [c.e: [HP] «attitude of aspiration; wishing mind; aspirational mind» ] ]
སྨོན་ལམ་	[E: [s: [c.s: [b:LCh,MV,MSA,C] «praṇidhāna» ] [c.s: [b:L] «praṇidhā» ] [c.s: [b:C,MSA] «praṇidhi» ] [c.e: [HP] «[wish-path]; wishes; prayer-wishes; prayer; supplication; aspirational prayer; prayer petition» ] [c.e: [b:C] «vow; resolve; plans for the future; desire for the future» ] ]
སྨོན་ལམ་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་	[E: [s: [c.s: [b:MSA] «praṇidhāna-pāramitā» ] [c.e: [HP] «perfection of wishing» ] ]
སྨོན་ལམ་བཏབ་པ་	[E: [g: [p:vb] [t: i:གདབ།་ i:འདེབས།་ i:བཏབ།་ i:ཐོབས།་ ]] [s: [c.s: [b:MSA] «praṇihita» ] [c.e: [HP] «plant prayer-wishes ༿T༾» ] ]
སྨོན་ལམ་འདེབས་པ་	[E: [g: [p:vb] [t: i:གདབ་ i:འདེབས་ i:བཏབ་ i:ཐོབས་ ]] [s: [c.s: [b:pra-ṇi dhā] «: ༿MSA༾praṇidadhāti» ] [c.s: [b:MSA] «praṇidhānaṃ kariṣyanti» ] [c.e: [HP] «offer a wish» ] [c.e: [b:C] «he makes the vow» ] ]
སྨོན་སེམས་	[E: [s: [c.s: «bodhi-praṇidhi-citta» ] [c.e: [HP] «attitude of aspiration [to full enlightenment]; aspirational mind of enlightenment» ] ]
སྨོས་	[E: [g: [p:vb] [t: i:སྨོ།་ i:སྨོ།་ i:སྨོས།་ i:སྨོས།་ ]] [s: [c.s: [b:C] «prāg eva» ] [c.s: [b:MSA] «sūcana» ] [c.e: [HP] «statement; [desiderative marker]» ] [c.e: [b:C] «how much more/less so» ] ]
སྨོས་ཅི་	[E: [s: [c.s: [b:C] «prāg eva» ] [c.e: [b:C] «how much more/less so» ] ]
སྨོས་ཅི་དགོས་	[E: [s: [c.s: [b:C,MSA] «prāg eva» ] [c.e: [HP] «what need is there to mention ... ༿T༾» ] [c.e: [b:C] «how much more/less so» ] ]
སྨོས་པ་	[E: [s: [c.s: [b:MSA] «grahaṇa» ] [c.e: [HP] «statement; saying:༿BJ 38.2༾» ] ]
སྨྱུ་གུ་	[E: [s: [c.e: [HP] «pen» ] ]
སྨྱུང་གནས་	[E: [s: [c.e: [HP] «fasting» ] ]
སྨྱོ་	[E: [g: [p:vb] [t: i:སྨྱོ།་ i:སྨྱོ།་ i:སྨྱོས།་ i:སྨྱོ།་ ]] [s: [c.e: [HP] «to be mad; insane; crazy; be crazed» ] ]
སྨྱོས་	[E: [g: [p:vb] [t: i:སྨྱོ།་ i:སྨྱོ།་ i:སྨྱོས།་ i:སྨྱོ།་ ]] [s: [c.e: [HP] «to be mad; insane; crazy; be crazed» ] ]
སྨྲ་	[E: [g: [p:vb] [t: i:སྨྲ།་ i:སྨྲ།་ i:སྨྲས།་ i:སྨྲོས།་ ]] [s: [c.s: [b:C] «vyāharati» ] [c.s: [b:MSA] «vaktṛ» ] [c.e: [HP] «propound; speak» ] [c.e: [b:C] «utter; says» ] ]
སྨྲ་མཁས་	[E: [s: [c.s: [b:MSA] «vāgmin» ] [c.e: [HP] «wise proponent; speak wisely» ] ]
སྨྲ་མཁས་པ་	[E: [s: [c.s: [b:MSA] «vāk-karaṇa» ] [c.e: [HP] «wise proponent; speak wisely» ] ]
སྨྲ་བ་	[E: [g: [p:vb] [t: i:སྨྲ།་ i:སྨྲ།་ i:སྨྲས།་ i:སྨྲོས།་ ]] [s: [c.s: [b:C] «vādin» ] [c.s: [b:C] «vadati» ] [c.s: [b:C] «udāharati» ] [c.s: [b:C] «vyāharati» ] [c.s: [b:MV] «pravyāhāra» ] [c.s: [b:C] «kathī» ] [c.s: [b:C] «bhāṣite» ] [c.s: [b:MSA] «abhilāpa» ] [c.s: [b:MSA] «abhibhāṣin (e.g.: pūrvābhibhāṣin)» ] [c.s: [b:C] «vyavapadiśati» ] [c.e: [HP] «propound; proponent༿BJ 22.2༾; speak; utter; say; advocate» ] [c.e: [b:C] «announce; preacher; when speaking; teach; preacher; theoretician; one who asserts; acknowledge» ] ]
སྨྲས་	"[E: [g: [p:vb] [t: i:སྨྲ།་ i:སྨྲ།་ i:སྨྲས།་ i:སྨྲོས།་ ]] [s: [c.s: [b:C] «vadati» ] [c.e: [HP] «propound; speak; utter; say; advocate; """"it is said""""» ] [c.e: [b:C] «teach» ] ]"
སྨྲས་པ་	[E: [s: [c.s: [b:LCh] «āha» ] [c.s: [b:LCh] «ukta» ] [c.s: «ucyate» ] [c.s: [b:C] «bhaṇita» ] [c.s: [b:C] «jalpita» ] [c.s: [b:C] «jalpyamāna» ] [c.s: [b:C] «mantrite» ] [c.e: [HP] «It is said; propound; speak; utter; say; advocate» ] [c.e: [b:C] «teach; declaration; spoke; he said; talking; but mumbled; talking; when spoken to» ] ]
སྨྲེ་སྔགས་	[E: [s: [c.e: [HP] «sorrowful moaning» ] ]
སྨྲོས་	[E: [g: [p:vb] [t: i:སྨྲ།་ i:སྨྲ།་ i:སྨྲས།་ i:སྨྲོས།་ ]] [s: [c.e: [HP] «propound; speak; utter; say; advocate» ] ]
ཙན་དན་	[E: [s: [c.s: [b:LCh,C] «candana» ] [c.e: [HP] «sandalwood» ] ]
ཙམ་	[E: [s: [c.s: [b:LCh,C,MV,TN] «mātra» ] [c.e: [HP] «only; merely; just» ] ]
ཙམ་ན་	[E: [s: [c.e: [HP] «as soon as» ] [n:SW added this record] ]
ཙམ་པ་	[E: [s: [c.e: [HP] «how much?; how far?» ] ]
ཙོང་ཁ་པ་	[E: [s: [c.e: [HP] «Dzong-ka-ba (1357-1419); founder of the Ge-luk-b#a (dge lugs pa) school of Tibetan Buddhism [also known as L#o-sang-drak-b#a (blo bzang grags pa)]; D#zong-ka-b#a» ] ]
གཙང་	[E: [s: [c.s: [b:LCh] «śuci» ] [c.s: [b:C] «medhya» ] [c.e: [HP] «clean; pure; cleanliness» ] ]
གཙང་པ་	[E: [s: [c.s: [b:C] «śuci» ] [c.e: [HP] «pure; clean; clear» ] ]
གཙང་བ་	[E: [s: [c.s: [b:C,MSA] «śuci» ] [c.s: [b:L] «medhya» ] [c.e: [HP] «pure; clean; clear» ] ]
གཙུག་	[E: [s: [c.e: [HP] «crown of the head; top of the head» ] ]
གཙུག་ཏོར་	[E: [s: [c.s: [b:LCh,C] «uṣṇīṣa» ] [c.e: [HP] «crown protrusion» ] [c.e: [b:C] «cowl» ] ]
གཙུག་ཏོར་ཅན་	[E: [s: [c.s: [b:C] «śikhin» ] [c.e: [HP] «Śikhin [p.n. of a Bodhisattva in the Buddha-field of Akṣobhya]» ] ]
གཙེ་བ་	[E: [g: [p:vb] [t: i:གཙེ།་ i:འཚེ།་ i:བཙེས་ i:སམ་ i:གཙེས།་ i:གཙེས།་ ]] [s: [c.s: [b:C] «vihiṃsā» ] [c.e: [HP] «to harm ༿T༾» ] [c.e: [b:C] «harming» ] ]
གཙོ་	[E: [s: [c.s: [b:MSA] «pradhāna» ] [c.s: [b:MSA] «prābalya» ] [c.e: [HP] «main; chief; principal» ] ]
གཙོ་ཆེ་	[E: [s: [c.e: [HP] «main» ] ]
གཙོ་བོ་	[E: [s: [c.s: [b:LCh,MSA] «pradhāna» ] [c.s: [b:MSA] «prādhānya» ] [c.s: [b:C,MSA] «śreṣṭha» ] [c.s: [b:MSA] «pramukha» ] [c.s: [b:MSA] «prāmukhya» ] [c.s: [b:C] «śauṭīra» ] [c.e: [HP] «main; chief; principal» ] [c.e: [b:C] «valiant; best; a person of authority» ] ]
གཙོ་སེམས་	[E: [s: [c.e: [HP] «main mind» ] ]
བཙན་	[E: [s: [c.e: [HP] «violent spirits» ] ]
བཙན་ཐབས་	[E: [s: [c.e: [HP] «force; coercion» ] ]
བཙའ་	[E: [g: [p:vb] [t: i:བཙའ།་ i:བཙའ།་ i:བཙས།་ i:བཙས།་ ]] [s: [c.e: [HP] «born; give birth; bring forth; bear» ] ]
བཙའ་བ་	[E: [g: [p:vb] [t: i:བཙའ།་ i:བཙའ།་ i:བཙས།་ i:བཙས།་ ]] [s: [c.s: [b:C] «prajāyanā» ] [c.e: [HP] «born; give birth; bring forth; bear» ] [c.e: [b:C] «giving birth» ] ]
བཙལ་	"[E: [g: [p:vb] [t: i:བཙལ་ i:འཚོལ་ i:བཙལད་ i:ཚོལད་ ]] [s: [c.s: [b:MSA] «paryeṣā» ] [c.s: [b:MSA] «prayujyamāna» ] [c.s: «paryeṣṭi» ] [c.s: [b:C] «mārgayati» ] [c.e: [HP] «search; search for; seek [past of 'tshal]» ] [c.e: [b:C] «hunt for» ] [n:future (&amp; past?) of 'tshal to prostrate: add tenses, if different from """"to search"""". get ex. from rDor 'grel commentary on A's homage] ]"
བཙལ་བ་	[E: [g: [p:vb] [t: i:བཙལ་ i:འཚོལ་ i:བཙལད་ i:ཚོལད་ ]] [s: [c.s: [b:C] «paryeṣṭi» ] [c.e: [HP] «search; search for; seek༿BJ 15.1༾» ] [c.e: [b:C] «seeks for; try to determine; decides to look for; seeks» ] [n:past? of 'tshal to prostrate?] ]
བཙལ་བྱ་	[E: [g: [p:vb] [t: i:བཙལ་ i:འཚོལ་ i:བཙལད་ i:ཚོལད་ ]] [s: [c.s: [b:MSA] «eṣeta (=ā √īṣ?)» ] [c.e: [HP] «object sought ༿T༾» ] ]
བཙས་པ་	[E: [g: [p:vb] [t: i:བཙའ།་ i:བཙའ།་ i:བཙས།་ i:བཙས།་ ]] [s: [c.e: [HP] «born; bring forth; bear; give birth» ] ]
བཙུགས་	[E: [g: [p:vb] [t: i:གཟུགས།་ i:འཛུགས།་ i:བཙུགས།་ i:ཚུགས།་ ]] [s: [c.e: [HP] «plant; establish; set; set up; penetrate» ] ]
བཙུན་པ་	[E: [s: [c.e: [HP] «monastic; monk» ] [n:SW added this record] ]
བཙུན་མོ་	[E: [s: [c.s: [b:LCh] «devī» ] [c.e: [HP] «queen; a woman of rank; wife; goddess» ] ]
བཙེགས་པ་	[E: [s: [c.e: [HP] «piled up [past of rtseg, to pile up]» ] Syn:brtsegs» ] ]
བཙོ་	[E: [g: [p:vb] [t: i:བཙོ།་ i:འཚོད།་ i:བཙོས།་ i:འཚོད།་ ]] [s: [c.e: [HP] «cook; boil» ] [n:get ex. from rDor 'grel (Ship?)] ]
བཙོ་བ་	[E: [g: [p:vb] [t: i:བཚོ།་ i:འཚེད།་ i:བཙོས།་ i:འཚོད།་ ]] [s: [c.s: [b:MV] «pākya» ] [c.e: [HP] «to cook; boil; cause to ripen ༿T༾» ] ]
བཙོ་བླག་མཁན་	[E: [s: [c.s: [b:MSA] «rajaka» ] [c.e: [HP] «washer man» ] ]
བཙོ་མ་	[E: [s: [c.s: [b:LCh] «tapta» ] [c.e: [HP] «purified substance; refined; purified» ] ]
བཙོན་ཁང་	[E: [s: [c.e: [HP] «prison» ] ]
བཙོན་པ་	[E: [s: [c.e: [HP] «prisoner» ] ]
བཙོས་	[E: [g: [p:vb] [t: i:བཙོ།་ i:འཚོད།་ i:བཙོས།་ i:འཚོད།་ ]] [s: [c.e: [HP] «cook; boil» ] [n:get ex. from rDor 'grel (Ship?)] ]
བཙོས་པ་	[E: [g: [p:vb] [t: i:བཙོ།་ i:འཚོད།་ i:བཙོས།་ i:འཚོད།་ ]] [s: [c.e: [HP] «cooked; boiled» ] [n:get ex. from rDor 'grel (Ship?)] ]
རྩ་	[E: [s: [c.s: [b:LCh] «nāḍī» ] [c.s: [b:C] «mūla» ] [c.s: [b:C] «mūlaka» ] [c.s: [b:C] «śirā» ] [c.s: «nāḍi» ] [c.e: [HP] «channel; passageway; vein; duct; artery; root; root text» ] [c.e: [b:C] «basis; reality behind; one who has roots; vein; grass» ] ]
རྩ་འཁོར་	[E: [s: [c.s: «cakra» ] [c.e: [HP] «channel-wheel» ] ]
རྩ་འགྲེལ་	[E: [g: [p:vb] [t: i:བཀྲལ་ i:འགྲེལ་ i:བཀྲལད་ i:འགྲེལད་ ]] [s: [c.e: [HP] «root text and commentary» ] ]
རྩ་ཉོན་	[E: [g: [p:vb] [t: i:རྩ་ i:བའི་ i:ཉོན་ i:མོངས་ ]] [s: [c.s: «mūla-kleśa» ] [c.e: [HP] «root afflictions; root afflictive emotions» ] [l:dbye ba]« 1 'dod chags/ 2 khong khro/ 3 nga rgyal/ 4 ma rig pa/ 5 the tshom/ 6 lta ba nyon mongs can/»] [c.d.e:[l:Div]«isions: (1) desire (rāga); (2) anger (pratigha); (3) pride (māna); (4) ignorance (avidyā); (5) doubt (vicikitsā); (6) afflicted view (kliṣṭa-dṛṣṭi)»] [n:Comment: Root afflictions are one of six main groupings of mental factors (sems byung, caitta): (1) five omnipresent (kun 'gro, sarvatraga) mental factors; (2) five determining (yul nges, viṣaya-pratiniyama) mental factors; (3) eleven virtuous (dge ba, kuśala) mental factors; (4) six root afflictions (rtsa nyon, mūla-kleśa); (5) twenty secondary afflictions (nye nyong, upakleśa); and (6) four changeable (gzhan 'gyur, anyathābhāva) mental factors.] ]
རྩ་མདུད་	[E: [s: [c.e: [HP] «channel-knot» ] ]
རྩ་བ་	[E: [s: [c.s: [b:LCh,C,MV,MSA] «mūla» ] [c.s: [b:MSA] «pada» ] [c.s: [b:MSA] «pāda» ] [c.e: [HP] «root; basic; fundamental; primary» ] [c.e: [b:C] «basis; reality behind; grass; tree» ] ]
རྩ་བ་ཤེས་རབ་	"[E: [s: [c.s: «Prajñā-nāma-mūla-madhyamaka-śāstra» ] [c.e: [HP] «Nāgārjuna's Fundamental Treatise on the Middle Way, Called """"Wisdom""""; P5224, Vol. 95» ] [n:one of Nāgārjuna's Six Collections of Reasonings (rigs tshogs drug); for others see: rigs tshogs] ]"
རྩ་བའི་ཁ་དོག་	[E: [s: [c.s: «mūlavarṇa» ] [c.e: [HP] «primary colors» ] [l:dbye ba]« 1 dkar po/ 2 ser po/ 3 dmar po/ 4 sngon po/»] [c.d.e:[l:Div]«isions: (1) white; (2) yellow; (3) red; (4) blue༾»] [n:one of the two divisions of color; the other is: secondary colors (yan lag gi kha dog, aṅga-varṇa)] ]
རྩ་བའི་རྒྱུད་	[E: [s: [c.e: [HP] «Root Tantra [the first of the Four [Medical] Tantras]» ] [n:Comment: The first of the Four [Medical] Tantras (rgyud bzhi) is a short text and mainly presents an outline of the whole medical teaching.] ]
རྩ་བའི་ལྟུང་བ་	[E: [s: [c.s: [b:C] «mūla-āpatti» ] [c.e: [HP] «root infraction» ] [c.e: [b:C] «root offence; capitol offence» ] ]
རྩ་བའི་རྣམ་ཤེས་	[E: [s: [c.s: [b:TN] «mūla-vijñāna» ] [c.e: [HP] «fundamental consciousness» ] ]
རྩ་བའི་རང་བཞིན་	"[E: [s: [c.s: «mūlaprakṛti» ] [c.e: [HP] «fundamental nature» ] [n:༿PH༾ The source given in Magee's footnote reads """"Deussen, 48."""" which refers to: Paul Deussen, _Sixty Upaniṣads of the Veda_. Was this also the source for the Tibetan (doubtful)? Is there an example sentence?] ]"
རྩ་བའི་རླུང་	[E: [s: [c.e: [HP] «basic winds» ] ]
རྩ་དབུ་མ་	[E: [s: [c.s: «avadhūtī» ] [c.e: [HP] «central channel» ] ]
རྩ་ཚིག་	[E: [s: [c.e: [HP] «root text; basic text» ] ]
རྩ་རོ་མ་	[E: [s: [c.s: «rasanā» ] [c.e: [HP] «right channel» ] ]
རྩ་རླུང་ཐིག་ལེ་གསུམ་	[E: [s: [c.e: [HP] «the three channels, winds, and drops» ] ]
རྩ་ལག་	[E: [s: [c.s: [b:MSA] «bandhu» ] [c.e: [HP] «kinsman» ] ]
རྩ་ཤེས་	"[E: [s: [c.s: «prajñā-nāma-mūla-madhyamaka-śāstra» ] [c.e: [HP] «Nāgārjuna's Fundamental Treatise on the Middle Way Called """"Wisdom""""» ] ]"
རྩྭ་	[E: [s: [c.s: [b:MSA] «tṛṇa» ] [c.e: [HP] «grass» ] ]
རྩངས་པ་	[E: [s: [c.e: [HP] «chameleon» ] ]
རྩད་གཅོད་	[E: [g: [p:vb] [t: i:གཅད།་ i:གཅོད།་ i:བཅད།་ i:ཆོད།་ ]] [s: [c.e: [HP] «to determine; research» ] ]
རྩལ་	[E: [s: [c.e: [HP] «capacity; manifest capacity; dexterity; power» ] ]
རྩི་	[E: [g: [p:vb] [t: i:བརྩི།་ i:རྩི།་ i:བརྩིས།་ i:རྩིས།་ ]] [s: [c.s: [b:C] «oṣadhī» ] [c.s: [b:C] «bhaiṣajya» ] [c.e: [HP] «to reckon; to calculate; to hold as important» ] [c.e: [b:C] «herb; remedy; (healing) medicine; medical incantation» ] ]
རྩི་བཅུད་	[E: [s: [c.e: [HP] «nourishment» ] ]
རྩི་བ་	[E: [g: [p:vb] [t: i:བརྩི།་ i:རྩི།་ i:བརྩིས།་ i:རྩིས།་ ]] [s: [c.e: [HP] «emumeration; to reckon; to calculate; to hold as important» ] ]
རྩི་ཤིང་	[E: [s: [c.e: [HP] «orchard; vegetation» ] ]
རྩིག་པ་	[E: [s: [c.e: [HP] «wall» ] ]
རྩིབས་	[E: [s: [c.s: [b:C] «ara» ] [c.e: [b:C] «spoke» ] ]
རྩིས་	[E: [g: [p:vb] [t: i:བརྩི།་ i:རྩི།་ i:བརྩིས།་ i:རྩིས།་ ]] [s: [c.e: [HP] «calculation; computation; to reckon; calculate; to hold as important; enumeration» ] ]
རྩིས་པ་	[E: [s: [c.e: [HP] «accountant; astrologer» ] ]
རྩིས་ཟིན་པ་	"[E: [s: [c.e: [HP] «affected by the force [perhaps from rtsi, """"sap""""]» ] ]"
རྩུབ་པ་	[E: [s: [c.s: [b:MSA] «karkaśā» ] [c.s: «karkaśatva» ] [c.e: [HP] «roughness༿D1༾» ] ]
རྩུབ་པོ་	[E: [s: [c.s: [b:C,MSA] «paruṣa» ] [c.e: [HP] «rough» ] [c.e: [b:C] «harsh» ] ]
རྩུབ་མོ་	[E: [s: [c.s: [b:MSA] «paruṣa» ] [c.e: [HP] «rough» ] ]
རྩེ་གཅིག་	[E: [s: [c.s: [b:LCh] «ekāgra» ] [c.s: [b:C] «ekāgratā» ] [c.e: [HP] «one pointed; single minded; one-pointed» ] [c.e: [b:C] «one-pointedness» ] ]
རྩེ་གཅིག་ཏུ་	[E: [s: [c.e: [HP] «[point-one-ly]; one-pointedly; single-mindedly» ] ]
རྩེ་གཅིག་ཏུ་བྱེད་པ་	[E: [s: [c.s: «ekotīkaraṇa» ] [c.e: [HP] «making one pointed; making one-pointed» ] ]
རྩེ་གཅིག་པ་	[E: [s: [c.s: [b:LCh,C] «ekāgra» ] [c.e: [HP] «one-pointed; single minded» ] ]
རྩེ་དྲུང་	[E: [s: [c.e: [HP] «monk government official» ] ]
རྩེ་བ་	[E: [s: [c.s: [b:LCh] «krīḍati» ] [c.e: [HP] «to play; [misspelling of brtse ba] mercy» ] ]
རྩེ་སྦྱོར་	[E: [g: [p:vb] [t: i:སྦྱར་ i:སྦྱོར་ i:སྦྱརད་ i:སྦྱོརད་ ]] [s: [c.s: «mūrdhaprayoga» ] [c.e: [HP] «peak training» ] ]
རྩེ་མོ་	[E: [s: [c.s: [b:LCh,L] «agra» ] [c.s: [b:LCh,C] «mūrdhan» ] [c.s: [b:MV] «mūrdhāna» ] [c.s: «śekhara» ] [c.s: «śikhara» ] [c.s: «mūrdhagata» ] [c.e: [HP] «peak; point; top; summit; highest; foremost» ] [c.e: [b:C] «(on his) head; summits» ] [n:second level of the path of preparation (sbyor lam, prayoga-mārga); for other levels see: sbyor lam] ]
