Tibetan	Description
མཐོང་ན་དོན་ཡོད་	A bodhisattva who appears in Mahāyāna sūtras.
མཐོང་ན་ཀུན་དགའ་བ་	(1) A lotus pond in Living by Rājanina ({mthong na kun dga' ba}). (2) A mountain on Vast Garlands of Bliss ({kun nas mthong na dga' ba}).
མཐོང་ན་མཆོད་	Birthplace of the buddha Daśavaśa.
མཐོང་ན་ཡིད་འོང་	Mother of the buddha Campaka.
མཐོང་ན་ཡིད་འཕྲོག་པ་	A mansion in Supreme Strength.
མཐོར་འཕགས་པ་	A buddha in the past.
མཐོ་	The 948th buddha in the first list, 947th in the second list, and 938th in the third list.
མཐུ་བོ་ཆེ་དང་ལྡན་པའི་ས་	Name of the world system of the thus-gone one Myriad Jewels.
མཐུ་བོ་ཆེ་	Vedic god.
མཐུ་བོ་ཆེ་	A buddha from the north.
མཐུ་བོ་ཆེ་	One of the ten incarnations of the Hindu deity Viṣṇu, embodying superhuman strength.
མཐུ་བོ་ཆེ་	An alternate name for Viṣṇu. The Sanskrit is variously interpreted, including as “dwelling in water,” but is most obviously “the path of human beings.”
མཐུ་བོ་ཆེ་	An alternate name for Viṣṇu ({khyab 'jug}), which is also used for Brahmā and for Kṛṣṇa. The Sanskrit is variously interpreted as “the path of human beings” and “the son of man.” In Buddhist texts it is used for powerful beings such as Śakra. The usual Tibetan translation is {sred med kyi bu}, meaning “the son of Nāra,” with Nāra translated as “one without craving.” However, here it appears to be translated as {mthu bo che} (“great power”).
མཐུ་བརྟན་	One of the bodhisattva great beings.
མཐུ་བརྟན་	Foremost in terms of miraculous abilities among the followers of the buddha Ratna.
མཐུ་ཆེན་འགྲོ་བའི་ང་རོ་	Foremost in terms of insight among the followers of the buddha Vajradhvaja.
མཐུ་ཆེན་བརྟུལ་ཞུགས་རི་རབ་དཔལ་མངའ་བ་	The forty-seventh buddha in a kalpa in the distant past. BHS in verse: Nārāyaṇa vrata sumeru śirī.
མཐུ་ཆེན་དཔལ་གྱི་སྙིང་པོ་	A bodhisattva mahāsattva.
མཐུ་ཆེན་གནས་སུ་ཕྱིན་	Buddha in the presence of whom the buddha Dharmakośa (534 according to the third enumeration) first gave rise to the mind of awakening.
མཐུ་ཆེན་པོ་ཐོབ་པ་	A bodhisattva.
མཐུ་ཆེན་པོ་ཐོབ་པ་	One of the bodhisattvas, possibly the same as Mahā sthāma prāpta.
མཐུ་ཆེན་པོའི་བརྩོན་འགྲུས་ཀྱིས་ངེས་པར་འབྱུང་བ་	Name of the thus-gone one of the world system Yangarvatī.
མཐུ་ཆེན་ཐོབ་གཞག་པ་	One of the lokeśvara emanations of Avalokiteśvara; also, one of the ancient bodhisattvas, possibly the same as Mahāsthānaprāpta.
མཐུ་ཆེན་ཐོབ་པ་	The name of an important bodhisattva in the Mahāyāna pantheon.
མཐུ་ཆེན་ཐོབ་པ་	Dharma-preaching monk living at the time of the buddha King of All Qualities’ Light Rays.
མཐུ་ཆེན་ཐོབ་པ་	One of the lokeśvara emanations of Avalokiteśvara; also, one of the ancient bodhisattvas, possibly the same as Mahāsthānaprāpta.
མཐུ་ཆེན་ཐོབ་པ་	A bodhisattva who serves alongside Avalokiteśvara as Amitābha’s attendant in the buddhafield of Sukhāvatī. As his name suggests, he is renowned for possessing great strength (Skt. prāpta; Tib. {thob pa}) and power (Skt. mahāsthāma; Tib. {mthu chen}).
མཐུ་ཆེན་ཐོབ་	Bodhisattva great being who represents the power of wisdom.
མཐུ་ཆེན་ཐོབ་	Along with Avalokiteśvara, he is one of the two main bodhisattvas in the realm of Sukhāvatī.
མཐུ་ཆེན་ཐོབ་	An alternate name for Vajrapāṇi, the bodhisattva of power; one of the bodhisattvas in the retinue of the Buddha.
མཐུ་ཆེན་ཐོབ་	One of the lokeśvara emanations of Avalokiteśvara; also, one of the ancient bodhisattvas, possibly the same as Mahāsthānaprāpta.
མཐུ་ཆེན་ཐོབ་	A bodhisattva great being present in the audience of this sūtra. Along with Avalokiteśvara, he is one of the two main bodhisattvas in the realm of Sukhāvatī.
མཐུ་ཆེན་ཐོབ་	One of the two principal bodhisattvas in Sukhāvatī, and prominent in Chinese Buddhism. In Tibetan Buddhism, he is identified with Vajrapāṇī, though they are separate bodhisattvas in the sūtras.
མཐུ་ཆེན་	A group of goddesses connected to Vajrapāṇi; also, a group of mātṛs attending upon Skanda.
མཐུ་ཆེན་	The 372nd buddha in the first list, 371st in the second list, and 366th in the third list.
མཐུ་ཆེན་	Buddha in the presence of whom the buddha Maitreya (5) first gave rise to the mind of awakening.
མཐུ་དང་ལྡན་པ་	The name of the twenty thousand channels on the right side of the body.
མཐུ་དཔལ་	A buddha realm.
མཐུ་དཔལ་	Foremost in terms of miraculous abilities among the followers of the buddha Dharmavikrāmin.
མཐུ་ལྡན་	Father of the buddha Amṛtaprabha.
མཐུ་ལྡན་	Attendant of the buddha Puṇyarāśi.
མཐུ་ལྡན་	Foremost in terms of insight among the followers of the buddha Satyaruta.
མཐུ་ལྡན་	The 32nd buddha in the first list, 32nd in the second list, and 33rd in the third list.
མཐུ་མཛེས་	The guardian deity of Veṇuvana.
མཐུ་ནི་ཐོབ་པ་	The 214th buddha in the first list, 213th in the second list, and 213th in the third list.
མཐུ་རྩལ་འགྲོས་	Son of the buddha Śuddhasāgara.
མཐུ་རྩལ་འཇིགས་མེད་	Mother of the buddha Siṃhagati.
མཐུ་རྩལ་བག་མི་ཚ་	Father of the buddha Siṃhagati.
མཐུ་རྩལ་བཅུ་ལྡན་	Foremost in terms of insight among the followers of the buddha Viniścitamati.
མཐུ་རྩལ་བདུད་རྩི་གནས་	Foremost in terms of miraculous abilities among the followers of the buddha Brahmavasu.
མཐུ་རྩལ་བློ་གྲོས་	Birthplace of the buddha Sāra.
མཐུ་རྩལ་བློ་གྲོས་	Mother of the buddha Jñānaśūra.
མཐུ་རྩལ་བློ་གྲོས་	Foremost in terms of miraculous abilities among the followers of the buddha Śaśiketu.
མཐུ་རྩལ་བརྒྱ་པ་	Foremost in terms of insight among the followers of the buddha Puṇyatejas.
མཐུ་རྩལ་བརྟན་པོ་གཞན་གྱིས་མི་ཐུབ་པའི་སྟོབས་	Foremost in terms of insight among the followers of the buddha Viśvadeva.
མཐུ་རྩལ་བརྟན་པོ་	Foremost in terms of miraculous abilities among the followers of the buddha Praśāntagāmin.
མཐུ་རྩལ་བརྟན་པོ་	The 859th buddha in the first list, 858th in the second list, and 848th in the third list.
མཐུ་རྩལ་བརྟན་	Son of the buddha Rāhu.
མཐུ་རྩལ་བརྟན་	Father of the buddha Jñānakrama.
མཐུ་རྩལ་བརྟན་	One of the bodhisattva great beings.
མཐུ་རྩལ་བཟང་པོ་	Foremost in terms of insight among the followers of the buddha Ojobala.
མཐུ་རྩལ་ཅན་	Father of the buddha Vikrāntagamin.
མཐུ་རྩལ་ཅན་	Buddha in the presence of whom the buddha Jayanandin (342 according to the third enumeration) first gave rise to the mind of awakening.
མཐུ་རྩལ་ཆེན་པོ་	Father of the buddha Dharmavikrāmin.
མཐུ་རྩལ་ཆེན་པོ་	Attendant of the buddha Suviniścitārtha.
མཐུ་རྩལ་ཆེན་པོ་	Buddha in the presence of whom the buddha Sthita buddhi rūpa (841 according to the third enumeration) first gave rise to the mind of awakening.
མཐུ་རྩལ་ཆེ་	Buddha in the presence of whom the buddha Kuśalapradīpa (847 according to the third enumeration) first gave rise to the mind of awakening.
མཐུ་རྩལ་དབང་པོ་	Foremost in terms of insight among the followers of the buddha Manojñavākya.
མཐུ་རྩལ་དཔའ་བོ་	Foremost in terms of miraculous abilities among the followers of the buddha Acyuta.
མཐུ་རྩལ་དྲག་ཤུལ་ཅན་	Buddha in the presence of whom the buddha Vajrasena (467 according to the third enumeration) first gave rise to the mind of awakening.
མཐུ་རྩལ་དྲི་མེད་	Foremost in terms of miraculous abilities among the followers of the buddha Mokṣatejas.
མཐུ་རྩལ་གནས་	Son of the buddha Candana.
མཐུ་རྩལ་གནས་	Foremost in terms of miraculous abilities among the followers of the buddha Laḍita.
མཐུ་རྩལ་གྲགས་པ་	Father of the buddha Pradānakīrti.
མཐུ་རྩལ་གྲགས་པ་	Foremost in terms of miraculous abilities among the followers of the buddha Jñānaśrī.
མཐུ་རྩལ་གྲགས་	Father of the buddha Smṛtīndra.
མཐུ་རྩལ་གྱིས་རབ་ཏུ་འགྲོ་བ་	Foremost in terms of miraculous abilities among the followers of the buddha Pārthiva.
མཐུ་རྩལ་གཟི་བརྗིད་	Foremost in terms of miraculous abilities among the followers of the buddha Śāntatejas.
མཐུ་རྩལ་ལེགས་པར་གནས་པ་	Foremost in terms of miraculous abilities among the followers of the buddha Sthāmaśrī.
མཐུ་རྩལ་ལེགས་པར་སྤྱོད་	Attendant of the buddha Puṣpa.
མཐུ་རྩལ་མཆོག་	Foremost in terms of miraculous abilities among the followers of the buddha Satyacara.
མཐུ་རྩལ་མཛེས་པ་	Father of the buddha Daśaraśmi.
མཐུ་རྩལ་མཛེས་པ་	Foremost in terms of miraculous abilities among the followers of the buddha Vimatijaha.
མཐུ་རྩལ་མཛེས་	Foremost in terms of miraculous abilities among the followers of the buddha Muktaprabha.
མཐུ་རྩལ་མཐའ་ཡས་པ་	Foremost in terms of miraculous abilities among the followers of the buddha Sutīrtha.
མཐུ་རྩལ་མཐའ་ཡས་	The 215th buddha in the first list, 214th in the second list, and 214th in the third list.
མཐུ་རྩལ་མཐོང་	Attendant of the buddha Vimoharāja.
མཐུ་རྩལ་མཐོང་	Foremost in terms of miraculous abilities among the followers of the buddha Maṇivyūha.
མཐུ་རྩལ་ནོར་གནས་	Foremost in terms of miraculous abilities among the followers of the buddha Vairocana.
མཐུ་རྩལ་རྡོ་རྗེ་	Attendant of the buddha Jyotiṣmat.
མཐུ་རྩལ་རྡོ་རྗེ་	Foremost in terms of miraculous abilities among the followers of the buddha Amṛtaprabha.
མཐུ་རྩལ་རྒྱལ་པོ་	Foremost in terms of miraculous abilities among the followers of the buddha Puṣpaprabha.
མཐུ་རྩལ་རིན་པོ་ཆེ་	Son of the buddha Jñānakūṭa.
མཐུ་རྩལ་སྡུད་པ་	Buddha in the presence of whom the buddha Siṃhamati (968 according to the third enumeration) first gave rise to the mind of awakening.
མཐུ་རྩལ་སེམས་	Attendant of the buddha Rāhu.
མཐུ་རྩལ་སེམས་	Foremost in terms of insight among the followers of the buddha Mahāraśmi.
མཐུ་རྩལ་སྙིང་པོ་	Birthplace of the buddha Sāgara.
མཐུ་རྩལ་སྤྱོད་པའི་རྒྱལ་པོ་	Son of the buddha Mayūraruta.
མཐུ་རྩལ་སྤྱོད་	Father of the buddha Susvara.
མཐུ་རྩལ་སྤྱོད་	Foremost in terms of insight among the followers of the buddha Avraṇa.
མཐུ་རྩལ་སྟོབས་བྱིན་	Foremost in terms of insight among the followers of the buddha Kṣatriya.
མཐུ་རྩལ་སྟོབས་གྲུབ་མཆོད་སྦྱིན་	Foremost in terms of miraculous abilities among the followers of the buddha Arajas.
མཐུ་རྩལ་སྟོབས་	Father of the buddha Rāhu.
མཐུ་རྩལ་སྟོབས་	Son of the buddha Nārāyaṇa.
མཐུ་རྩལ་སྟོབས་	Attendant of the buddha Damajyeṣṭha.
མཐུ་རྩལ་སྟོབས་	Foremost in terms of miraculous abilities among the followers of the buddha Meghasvara.
མཐུ་རྩལ་སྟོབས་	The 568th buddha in the first list, 568th in the second list, and 561st in the third list.
མཐུ་རྩལ་སྟོབས་	Buddha in the presence of whom the buddha Vighuṣṭatejas (917 according to the third enumeration) first gave rise to the mind of awakening.
མཐུ་རྩལ་ཚང་བ་	Foremost in terms of miraculous abilities among the followers of the buddha Anupamarāṣṭra.
མཐུ་རྩལ་ཟླ་བ་	Foremost in terms of insight among the followers of the buddha Yaśas.
མཐུ་རྩལ་	Son of the buddha Ṛṣiprasanna.
མཐུ་རྩལ་	Father of the buddha Tīrthakara.
མཐུ་རྩལ་	Attendant of the buddha Puṇyapradīpa.
མཐུ་རྩལ་	The 526th buddha in the first list, 526th in the second list, and 519th in the third list.
མཐུ་སྟོབས་	The 756th buddha in the first list, 755th in the second list, and 745th in the third list.
མཐུ་ཐོབ་	The 371st buddha in the first list, 370th in the second list, and 365th in the third list.
མཐུ་ཡི་དཔལ་	The 370th buddha in the first list, 369th in the second list, and 364th in the third list.
མཐུན་པ་དང་འགལ་བ་མེད་པ་	Lit. “not contrary to being in harmony.” Name of a meditative stabilization.
མཐུན་པར་གྱུར་པ་	A gathering of all the monks present within a monastery’s boundaries for an official function (such as an ordination ceremony); with consent from any absentee monks. Also rendered here as “in concord.”\nSee also https://read.84000.co/translation/UT22084-001-001.html#UT22084-001-001-881 .
མཐུས་བྱིན་	Foremost in terms of miraculous abilities among the followers of the buddha Muni.
མཐུས་རྣམ་པར་གནོན་པ་	One of the future buddhas of this kalpa.
མཚམས་བརྟན་	Birthplace of the buddha Nārāyaṇa.
མཚམས་བཟངས་	A god.
མཚམས་བཟངས་	The name of a god.
མཚམས་ཅན་	A village.
མཚམས་ཀྱི་མཐའི་རི་	The mountain between Videha and Jambudvīpa.
མཚམས་མ་མཆིས་པ་ལྔ་པོ་	Acts for which one will be reborn in hell immediately after death, without any intervening stages; they are killing a worthy one, killing one’s father, killing one’s mother, causing a schism in the saṅgha, and maliciously drawing blood from a tathāgata.
མཚམས་མ་མཆིས་པ་ལྔའི་ལས་	The five heinous deeds or acts that bring immediate retribution: (1) killing one’s father, (2) killing one’s mother, (3) killing an arhat, (4) drawing blood from the body of a tathāgata with malicious intent, and (5) causing schism in the saṅgha.
མཚམས་མེད་ཀྱི་ལས་	Matricide, parricide, killing an arhat, causing a schism in the monastic order, and drawing a buddha’s blood with malicious intention. These actions are said to result in immediate birth in the hells.
མཚམས་མེད་ལྔ་	These are killing one’s mother, father, or an arhat; drawing blood from a thus-gone one; or causing a schism in the sangha.
མཚམས་མེད་ལྔ་	Lit. “sins of immediate retribution [after death].” These five, all of which cause immediate rebirth in hell, are killing one’s father, killing one’s mother, killing an arhat, breaking up the saṅgha, and causing, with evil intent, the Tathāgata to bleed.
མཚམས་མེད་ལྔ་	The five inexpiable acts are 1) killing one’s father, 2) killing one’s mother, 3) killing a worthy one (Skt. arhat), 4) shedding the blood of a buddha with ill intent, and 5) sowing discord in the saṅgha. These acts are said to lead to unavoidable rebirth in the hell realms.
མཚམས་མེད་ལྔ་	The five extremely negative actions which, once those who have committed them die, result in their going immediately to the hells without experiencing the intermediate state. They are killing an arhat, killing one’s mother, killing one’s father, creating schism in the Saṅgha, and maliciously drawing blood from a tathāgata’s body.
མཚམས་མེད་ལྔ་	The “five inexpiable crimes,” or “crimes with immediate retribution” because they result in immediate rebirth in the hells without any intermediate state, are regarded as the most severe and consequently the most difficult negative actions to overcome by reparation. They are matricide ({ma gsod pa}), killing an arhat ({dgra bcom pa gsod pa}), patricide ({pha gsod pa}), creating a schism in the monastic community ({dge 'dun gyi dbyen byas pa}), and intentionally wounding a buddha ({de bzhin gshegs pa'i sku la ngan sems kyis khrag 'byin pa}).
མཚམས་མེད་པ་བྱེད་པ་	Acts for which one will be reborn in hell immediately after death, without any intervening stages; they are (1) killing one’s master or father, (2) killing one’s mother, (3) killing an arhat, (4) maliciously drawing blood from a buddha, and (5) causing a schism in the saṅgha.
མཚམས་མེད་པ་ལྔ་བ་	Acts for which one will be reborn in hell immediately after death, without any intervening stages; they are killing a worthy one, killing one’s father, killing one’s mother, causing a schism in the saṅgha, and maliciously drawing blood from a tathāgata.
མཚམས་མེད་པ་ལྔ་དང་དེ་དང་ཉེ་བ་ལྔ་	A subsidiary set of actions that bring immediate and severe consequences at death, such that the person who commits them will take rebirth in the lower realms directly after they die. These five are damaging a caitya, killing a bodhisattva, violating a woman who has exhausted her afflictions, killing a novice student, and stealing from the saṅgha.
མཚམས་མེད་པ་ལྔ་	Five actions that bring immediate and severe consequences at death, such that the person who commits them will take rebirth in the lower realms directly after they die. The five are patricide, matricide, killing an arhat, intentionally injuring a buddha, and causing a schism within the saṅgha.
མཚམས་མེད་པ་ལྔ་	These five are killing one’s father, killing one’s mother, killing an arhat, wounding a buddha, and splitting a buddha’s saṅgha. They are literally called “without an interval” because they result in instantaneous rebirth in hell at the moment of death without passing through an intermediate state.
མཚམས་མེད་པ་ལྔ་	Acts for which one will be reborn in hell immediately after death, without any intervening stages; they include killing one’s mother, father, or an arhat, causing a dissention in the saṅgha, and causing the blood of a tathāgata to flow. The term is also written in this translation as the “five karmas of immediate retribution.”
མཚམས་མེད་པ་ལྔ་	Five actions that bring immediate and severe consequences at death. The person who engages in them will experience a rebirth in the lower realms directly after death. The five are (1) killing one’s father, (2) killing one’s mother, (3) killing an arhat, (4) causing a schism in the saṅgha, and (5) with evil intention making a buddha bleed.
མཚམས་མེད་པ་ལྔ་	The five extremely negative actions which, once those who have committed them die, result in the perpetrators going immediately to the hells without experiencing the intermediate state. They are killing an arhat, killing one’s mother, killing one’s father, creating schism in the saṅgha, and maliciously drawing blood from a tathāgata’s body.
མཚམས་མེད་པ་ལྔ་	Describing the result of committing one of five particularly heinous crimes: (1) killing one’s father, (2) killing one’s mother, (3) killing an arhat, (4) maliciously drawing blood from a buddha, and (5) causing a schism in the sangha. In this sūtra, Mañjuśrī describes a corresponding set of five acts with immediate consequences that bodhisattvas should, in fact, perform.
མཚམས་མེད་པའི་ལས་	The five actions that lead to going instantly to hell on death are killing one’s father, killing one’s mother, killing an arhat, splitting the saṅgha, and wounding a buddha so that he bleeds.
མཚམས་མེད་པའི་ལས་	The five extremely negative actions that, once those who have committed them die, result in immediate rebirth in the hells without the experience of the intermediate state. They are killing an arhat, killing one’s mother, killing one’s father, creating a schism in the Saṅgha, and maliciously drawing blood from a tathāgata’s body.
མཚམས་མེད་པའི་སྡིག་ལས་	Sanskrit ānantarya is a short for pañcā nantaryāṇi karmāṇi. These are five grave sins which, when committed, lead one to fall immediately, i.e., with no intermediate period, into the Avīci hell after death due to their severity. Usually five are enumerated: killing one’s mother, father, or an arhat; causing dissension in the order of monks (the saṅgha); and deliberately causing a tathāgata’s blood to flow. But the exact number of items varies in different lists from two or three to five (cf. BHSD, s.v. ānantarya).
མཚམས་མེད་པ་	Five actions considered so heinous that they result in immediate rebirth in the hell realms. They include killing one’s mother, killing one’s father, killing an arhat, harming a buddha, and creating a schism in the saṅgha.
མཚམས་མེད་པ་	Describing the result of commiting one of five particularly heinous crimes: (1) killing one’s father, (2) killing one’s mother, (3) killing an arhat, (4) maliciously drawing blood from a buddha, and (5) causing a schism in the sangha.
མཚམས་མེད་པ་	Five particularly heinous crimes that result in immediate and severe consequences: (1) killing one’s father, (2) killing one’s mother, (3) killing a worthy one, (4) maliciously drawing blood from a buddha, and (5) causing a schism in the saṅgha.
མཚམས་མེད་པ་	The most severe among the eight hot hell realms. It is characterized as endless not only in terms of the torment undergone there, but also because of the ceaseless chain of actions and effects experienced, the long lifespan of its denizens, and their being so intensely crowded together that there is no physical space between them.
མཚམས་མེད་	The five heinous deeds or acts that bring immediate retribution: (1) killing one’s father, (2) killing one’s mother, (3) killing an arhat, (4) drawing blood from the body of a tathāgata with malicious intent, and (5) causing schism in the saṅgha.
མཚམས་མེད་	The most severe among the eight hot hell realms. It is characterized as endless not only in terms of the torment undergone there, but also because of the ceaseless chain of actions and effects experienced, the long lifespan of its denizens, and their being so intensely crowded together that there is no physical space between them.
མཚམས་རབ་	The name of a god.
མཚམས་	An area demarcated by the saṅgha which then functions as the community’s borders. Such boundaries may be set to define the area monks are confined to during the rains retreat. A gathering of all the monks within these boundaries constitutes a “consensus,” during which formal acts of saṅgha may be performed.
མཚན་བྱིན་	Son of the buddha Guṇaratna.
མཚན་བྱིན་	Attendant of the buddha Sthita buddhi rūpa.
མཚན་བཟང་	A god.
མཚན་བཟང་	Name of a god.
མཚན་བཟང་	Son of the buddha Viniścitamati.
མཚན་དང་དཔེ་བྱད་བཟང་པོ་	The thirty-two signs and the eighty marks of a superior being.
མཚན་དང་དཔེ་བྱད་བཟང་པོ་	The thirty-two major and the eighty minor distinctive physical attributes of a buddha or a superior being.
མཚན་དང་དཔེ་བྱད་བཟང་པོ་	The thirty-two primary and eighty secondary physical characteristics of a “great being,” a mahāpuruṣa, which every buddha has.
མཚན་དང་ལྡན་པ་	Seventy-eighth of the eighty minor marks.
མཚན་དཔལ་ཤིན་ཏུ་ཡོངས་བསྒྲགས་	A tathāgata mentioned here as one of the thirty-five buddhas of confession.
མཚན་དཔེ་མེད་པ་	One of the future buddhas of this kalpa.
མཚན་གཉིས་འོད་	A great bodhisattva.
མཚན་གཉིས་གཙུག་གཏོར་ཅན་	A buddha.
མཚན་གསལ་	Buddha in the presence of whom the buddha Jagattoṣaṇa (819 according to the third enumeration) first gave rise to the mind of awakening.
མཚན་གྱི་འོད་རྣམ་པར་སྣང་བ་	A buddha realm in the upward direction.
མཚན་གྱི་དཔལ་རི་བོ་	A buddha in the distant past.
མཚན་གྱི་གོ་ཆ་	A buddha.
མཚན་གྱི་གཟི་བརྗིད་མེ་ཏོག་	Attendant of the buddha Mānajaha.
མཚན་གྱི་གཟི་བརྗིད་རྒྱལ་པོ་	A buddha realm.
མཚན་གྱི་མེ་ཏོག་	Foremost in terms of insight among the followers of the buddha Añjana.
མཚན་གྱི་མེ་ཏོག་	Buddha in the presence of whom the buddha Mārakṣayaṃkara (887 according to the third enumeration) first gave rise to the mind of awakening.
མཚན་གྱི་ཉི་མའི་འཁོར་ལོ་ཀུན་ཏུ་སྣང་བ་	One of countless buddhas in a past kalpa.
མཚན་གྱི་རྒྱལ་པོ་	Buddha in the presence of whom the buddha Arciskandha (449 according to the third enumeration) first gave rise to the mind of awakening.
མཚན་གྱི་རི་བོ་རྣམ་པར་སྣང་བ་	One of countless buddhas in a past kalpa.
མཚན་གྱིས་བརྒྱན་པ་སྐར་མ་བརྩེགས་པའི་རྒྱལ་པོ་	A bodhisattva from King of All Śāla Trees’ buddha realm.
མཚན་གྱིས་བརྒྱན་	Birthplace of the buddha Ajitagaṇa.
མཚན་གྱིས་རབ་ཏུ་བརྒྱན་པ་	Son of the buddha Jñānarāja.
མཚན་གྱིས་རྣམ་པར་སྤྲས་པ་	Son of the buddha Brahmagāmin.
མཚན་གྱིས་སྤྲས་	Birthplace of the buddha Tiṣya.
མཚན་གྱིས་ཡང་དག་པར་བརྒྱན་པ་	A bodhisattva.
མཚན་གྱི་	A buddha in the distant past. See https://read.84000.co/translation/UT22084-037-007.html#UT22084-037-007-3101 .
མཚན་ལྡན་	A buddha realm.
མཚན་ལྡན་	Mother of the buddha Vibhakta jñā svara.
མཚན་ལེགས་པར་ཡོངས་བསྒྲགས་དཔལ་གྱི་རྒྱལ་པོ་	The thus-gone one residing in the buddhafield Unconquered.
མཚན་མ་མ་མཆིས་པ་	The absence of the conceptual identification of perceptions. Knowing that the true nature has no attributes, such as color, shape, etc. One of the three doorways to liberation.
མཚན་མ་མེད་པ་རྣམ་པར་གནོན་	A bodhisattva.
མཚན་མ་མེད་པའི་གོ་ཆ་	A great bodhisattva.
མཚན་མ་མེད་པའི་ང་རོ་ངེས་པའི་དབྱངས་	A buddha.
མཚན་མ་མེད་པའི་ཤེས་རབ་	One of the future buddhas of this kalpa.
མཚན་མ་མེད་པར་རྣམ་པར་གྲོལ་བ་ཆེན་པོ་	Name of a dhāraṇī.
མཚན་མ་མེད་པ་	The ultimate absence of marks and signs in perceived objects. One of the three gateways to liberation; the other two are emptiness and wishlessness.
མཚན་མ་མེད་པ་	The second of the three doorways to liberation. The other two are emptiness (śūnyatā; {stong pa nyid}) and wishlessness (apraṇihita; {smon pa med pa}).
མཚན་མ་མེད་པ་	Meditative concentration which views the five aggregates, the basis for the conception of a self, as faulty; the second of the three doors of liberation.
མཚན་མ་མེད་པ་	The absence of the conceptual identification of perceptions. Knowing that the true nature has no attributes, such as color, shape, etc. One of the three doorways to liberation.
མཚན་མ་མེད་པ་	Emptiness ({stong pa nyid}), signlessness ({mtshan ma med pa}), and wishlessness ({smon pa med pa}) are known as the “three doors to deliverance” (triṇi vimokṣa mukhāni) or the “three concentrations” (trayaḥ samādhyaḥ) and as a set appear in both mainstream Buddhist sūtras and Mahāyāna sūtras. See Conze 1962, pp. 59–69; Lamotte 1944, pp. 1213–15; and Deleanu 2000, pp. 74–78.
མཚན་མ་མེད་པ་	In ultimate reality, there is no sign, as a sign signals or signifies something to someone and hence is inextricably involved with the relative world. We are so conditioned by signs that they seem to speak to us as if they had a voice of their own. The letter “A” seems to pronounce itself to us as we see it, and the stop-sign fairly shouts at us. However, the configuration of two slanted lines with a crossbar has in itself nothing whatsoever to do with the phenomenon made with the mouth and throat in the open position, when expulsion of breath makes the vocal cords resonate “ah.” By extending such analysis to all signs, we may get an inkling of what is meant by “signlessness,” which is essentially equivalent to voidness, and to “wishlessness” (see entry). Voidness, signlessness, and wishlessness form the “Three Doors of Liberation.”
མཚན་མའི་འདུ་ཤེས་	This refers to the conceptual designation of things using linguistic signs.
མཚན་མ་	Can refer both to a physical mark or trait as well as to the data of perception.
མཚན་མ་	Conceptual characteristics or reifications that lead to distraction and a false understanding of reality.
མཚན་མ་	Any imagined mark or feature of an object, the misperception of which serves as the basis of perception and the arising of coarse conceptuality. Also translated here as “mark.”
མཚན་མ་	A causal sign is the projected reality that functions as the objective support of a cognitive state. It cannot be separated out from the cognitive state and to that extent may enjoy a modicum of conventional reality. To “practice with a causal sign” means to look at an apparent phenomenon within accepting that it has more reality than it actually does.
མཚན་མ་	A sign or characteristic, which refers to the generic appearance of an object, in distinction to its secondary characteristics or anuvyañjana. Advertence toward the generic sign and secondary characteristics of an object furnishes the conception or nominal designation (Skt. saṃjñā) of that object, which may in turn generate clinging or rejection and ultimately lead to suffering.
མཚན་མ་	A polyvalent term, it generally refers to the characteristic features of an object or image. Nimitta can refer to features of an object that attract the mind’s attention, engage with it more deeply, and develop emotional responses to it. Such marks or features are often considered to be ultimately false and deceptive. In a more positive sense nimitta can refer to the focus of meditation practice. The term applies to both external objects and visualized images that are used to deepen meditative concentration and absorption. Also translated here as “mark” and “feature.”
མཚན་མཆོག་སུམ་ཅུ་རྩ་གཉིས་	These are thirty-two physical characteristics of a “great person.”
མཚན་མེད་ང་རོ་	A buddha.
མཚན་མོ་རྒྱས་	Birthplace of the buddha Guṇavisṛta.
མཚན་མོ་	The goddess of the night.
མཚན་མོ་	One of the subtle channels in the body.
མཚན་ཉིད་གཅིག་པས་མཆོད་	A great bodhisattva.
མཚན་ཉིད་གཉིས་པའི་དཔལ་	A buddha.
མཚན་ཉིད་མེད་པའི་ཆོས་	Mahāvyutpatti 353.
མཚན་ཉིད་མེད་པའི་ཕྱག་རྒྱ་	A buddha realm.
མཚན་ཉིད་མེད་པ་	Second of the three gates to liberation, the first being emptiness and the third wishlessness.
མཚན་ཉིད་རི་རབ་	A buddha in the distant past.
མཚན་ཉིད་ཡོངས་སུ་དག་པ་	Name of the ninetieth meditative stability.
མཚན་ཉིད་ཡོངས་སུ་སྦྱོང་བ་	Lit. “purification of marks.” Name of a meditative stabilization.
མཚན་ཉིད་	Can refer both to a physical mark or trait as well as to the data of perception.
མཚན་ཉིད་	The defining quality of a thing, such as the wetness of water and the heat of fire.
མཚན་པར་རྡོལ་བ་	Symptom that may be evidence of an illness considered an impediment to ordination.\nSee also https://read.84000.co/translation/UT22084-001-001.html#UT22084-001-001-1011 .
མཚན་རིན་པོ་ཆེས་རྣམ་པར་བརྒྱན་པའི་རི་བོ་	One of countless buddhas in a past kalpa.
མཚན་སུམ་ཅུ་རྩ་གཉིས་	A series of identifying physical features characteristic of a great being (Skt. mahāpuruṣa), exemplified by a buddha or cakravartin king.
