Tibetan	Description
བརྒྱད་སོནཏག་དོན་བསྡུས་	aṣṭasāhasrikāpiṇḍartha
བརྒྱད་སྟོང་པ་	aṣṭasāhasrikā
བརྒྱད་སྟོན་	aṣṭamika
བརྒྱད་པ་	1) aṣṭa 2) aṣṭama 3) aṣṭamaka
འཕགས་པའི་ལམ་ཡན་ལག་བརྒྱད་པ་	āryāṣṭāṃgomarga
བརྒྱད་པའི་ས་	aṣṭa,+kabhūmi
བརྒྱད་པོ་	aṣṭa
སྟོང་ཕྲག་དུ་ཅུ་རྩ་བརྒྱད་པོ་	aṣṭaṣaṣṭi ... sahasra
བརྒྱད་ལྷག་	niṣka
བརྒྱན་	1) aṃkita 2) alāmkaronti 3) alaṃkāra 4) alaṃkṛta 5) ākrānta 6) ābharaṇa 7) upaśobhita 8) kalila 9) vibhūṣita 10) śobhita 11)
རབ་ཏུ་བརྒྱན་	bhūṣita
བརྒྱན་ཏེ་	alaṃkṛta
རབ་བརྒྱན་ཏེ་	alaṃkṛta
ལེགས་པར་བརྒྱན་ནས་	samalaṃkṛtya
བརྒྱན་པ་	1) alaṃkāra 2) alaṃkṛta 3) citrita 4) dyūta 5) pratimaṇḍita 6) bhūṣaṇā 7) bhūṣita 8) maṇḍana 9) maṇḍita 10) lalita 11) vibhūṣita 12) vyūha 13) śobhita 14) samalaṃkṛta
རབ་ཏུ་བརྒྱན་པ་	pratimaṇḍita
ལེགས་བརྒྱན་པ་	samalaṃkṛta
ལེགས་པར་བརྒྱན་པ་	samalaṃkṛta
བརྒྱན་པ་པ་དོར་བ་	akṣadhūrta
བརྒྱན་པར་བགྱི་བ་	vibhūṣaṇa
རྒྱན་སྣ་ཚོགས་ཀྱིས་བརྒྱན་པར་བགྱིའO་	nānālaṃkāravibhūṣatena bhavitavyam
ལེགས་པར་བརྒྱན་པར་བགྱིའོ་	samalaṃkartavya
བརྒྱན་པར་འགྱུར་རོ་	alaṃkṛte bhaviṣyati
ལེགས་པར་བརྒྱན་པར་བྱ་	samalaṃkartavya
བརྒྱན་པར་མཛད་པས་བཞུགས་གྱུར་ཅིག་	niṣīdantu ... maṇḍayantu
བརྒྱན་པོ་	1) dyūta 2) maṇḍana
བརྒྱལ་	1) na kevalam
རབ་ཏུ་བརྒྱལ་	saṃmurchita
བརྒྱལ་གྱུར་ཏེ་	1) mūrtchita 2) saṃmūrchita
བརྒྱལ་ཏེ་	1) saṃmūrchatau 2)
རབ་ཏུ་བརྒྱལ་ཏེ་	saṃmūrchita
བརྒྱལ་ནས་	saṃmūrchita
བརྒྱལ་བ་	1) mūrcchā 2) mūrcchāṃ gam 3) mūrcchita
བརྒྱས་	pūrṇa
བརྒྱས་པ་	prota
བརྒྱུགས་པ་	dhāvati
གདམ་བརྒྱུད་	kathāsaṃbandha
བརྒྱུད་བརྒྱད་མང་བ་	saṃtānabāhulya
བརྒྱུད་པ་	1) paramparā 2) pāramparya 3) pāramparyeṇa 4) yuga
རྣ་བ་གཅིག་ནས་གཅིག་ཏུ་བརྒྱུད་པས་	karṇaparamparayā
བརྒྱུད་པའི་སྒོ་ནས་	pāramparyeṇa
བརྒྱུད་མ་	prabandha
བརྒྱུད་འཛིན་	vaṃśadhara
བརྒྱུད་ཡས་	viśada
བརྒྱུས་པ་	grathita
བསྒུལ་པ་	1) kampya 2) prakamp
བསྒོ་བ་ངན་པ་	kuprāvaraṇa
བསྒོ་བ་བཅག་པ་	ājñāviheṭhana
བསྒོ་བ་བཞིན་ཉན་པ་	anuvidhīyamāna
བསྒོ་བ་ལ་མི་ཉན་པ་	ājñāviheṭhana
བསླབ་བྱ་ལ་མི་ཉན་	ājñāviheṭhana
བསྒོ་བར་	1) anujñāta 2) nirdeṣṭum
བསྒོ་བར་མི་ནུས་སོ་	na śaknonti nirdeṣṭum
བསྒོ་བཞིན་མི་བྱེད་	na karoti proktum
བསྒོ་ཡས་	vyatyasta
འབད་དེ་བསྒོམ་	bhāvayet ... ādarāt
བསྒོམ་སྐྱེས་	bhāvaja, bhāvātma
བསྒོམ་གྱུར་ཅིག་	dhyāyantu
བསྒོམ་པ་	1) dhyāyyin 2) bhāva 3) bhāvanā
བསྒོམ་པ་བྱུང་བ་	bhāvanāmayī
བསྒོམ་པ་ལས་བྱུང་བའི་ཤེས་རབ་	bhāvanāmayī prajñā
བསྒོམ་པ་ལས་བྱུང་བའི་སེམས་ཀྱི་སོ་སོར་བརྟག་པ་	bhāvanāmayī cittapratisaṃkhyā
བསྒོམ་པའི་གནས་	bhāvanāśraya
བསྒོམ་པའི་རྣམ་པས་	bhāvanākāreṇa
བསྒོམ་པའི་རྣལ་འབྱོར་	bhāvanāyoga
བསྒོམ་པའི་མཚན་ཉིད་	bhāvanālakṣaṇa
བསྒོམ་པའི་རིམ་པ་	bhāvanākrama
བསྒོམ་པའི་རིམ་པ་མདོ་ཀུན་ལས་བཏུས་པ་	bhāvanākramasūtrasamuccaya
བསྒོམ་པའི་ལམ་	1) bhāvanāpatha 2) bhāvanāmārga
བསྒོམ་པར་བྱ་	1) bhāvanīya 2) bhāvayitavya 3) bhāvayitvā 4) bhāvayet
བསྒོམ་པར་བྱ་བ་	1) bhāvanā 2) bhāvyamāna
བསྒོམ་པས་སྤང་བར་བྱ་	bhāvanāheya
བསྒོམ་ཕྱིར་	bhāvayitum
བསྒོམ་མི་བྱེད་	na bhāvayati
བསྒོམ་རིམ་དྲུག་པ་	bhāvanākramaṣaṭka
བསྒོམས་པ་	1) bhāvanā 2) bhāvayati 3) bhāvita 4) bhāvyamāna
བསྒོམས་པ་ནི་ཡང་ནས་ཡང་དུ་སེམས་ལ་བསླན་པའོ་	bhāvanā punaḥ punaścetasi viniveśanam
ཡོངས་སུ་བསྒོམས་པ་	paribhāvati
ཤིན་ཏུ་བསྒོམས་པ་	paribhāvati
བསྒོམས་པ་ལས་བྱུང་བའི་ཤེས་རབ་	bhāvanāmayī prajñā
བསྒོམས་པ་ལས་བྱུང་བའི་བསོད་ནམས་བྱ་བའི་དངོས་སོ་	bhāvanāmayaṃ puṇyakriyāvastu
བསྒོམས་པའི་བདག་ཉིད་ཅན་	bhāvitātmā
བསྒོམས་པས་སྤང་བར་བྱ་བ་	bhāvanāprahātavyaḥ
འདམ་གྱིས་དྲིས་བསྒོས་	malapaṃkadhara
བསྒོས་པ་	1) adhivāsitatā 2) kāṃkṣā 3) paribhāvita 4) vāsita 5)
ཡོངས་སུ་བསྒོས་པ་	parivāsita
དྲི་རབ་བསྒོས་པ་	pradhūpita
བསྒོས་པ་ཅན་	lagna
བསྒྱིངས་པ་	1) vijṛmbha 2) vijṛmbhaṇa
དབང་བསྒྱུར་	vaśitā
བཞིན་བསྒྱུར་ཅིང་	mukhaṃ vibhaṇḍavya
བསྒྱུར་ཏེ་	1) vidadīya 2) vinidhāya 3) visarjayitvā 4)
འདུ་ཤེས་བསྒྱུར་ཏེ་	vidadīya saṃjñām
བསྒྱུར་ཐབས་	graha
བསྒྱུར་དུ་མི་རུང་བ་	anādheyātiśaya
བསྒྱུར་དུ་མེད་	na ... vikāro 'sti
བསྒྱུར་དུ་རུང་བ་	ādheyātiśaya
བསྒྱུར་བ་	1) āvartana 2) karoti 3) guṇa 4) guṇita 5) pariṇāmana 6) parivartana 7) ° vartin 8) vinidhāya 9) viparyāya 10) vivartanā 11)
འཁོར་ལོས་བསྒྱུར་བ་	cakravartin
འཁོར་ལོས་བསྒྱུར་བའི་རྒྱལ་པོ་	cakravartirāja
ཁ་དོག་ལེགས་བསྒྱུར་བ་	surakta
དེ་བཞིན་གཤེགས་པས་ཁ་དོག་བསྒྱུར་བ་	tathāgatavigraha
ཡོངས་སུ་བསྒྱུར་བ་	pariṇata
བསྒྱུར་བ་ལ་ལྡེམ་པོར་དགོངས་པ་	pariṇāmanābhisandhi
བསྒྱུར་བ་ལས་བྱུང་བ་	pariṇāmika
བསྒྱུར་བའི་ལས་	karma
བསྒྱུར་ཡས་	vigava
བསྒྱུས་པ་	snāyu
བསྒྱེལ་ཏོ་	nipātita
བསྒྱེལ་ནས་	nipatya
རྐང་པ་གཉིས་ཀྱི་དྲུག་དུ་བསྒྱེལ་ནས་	pādayornipatya
བསྒྱོམས་པ་	bhāvyamāna
བསྒྲག་པར་བྱ་	śrāvayeyam
བསྒྲགས་སྒྲ་	garjitasvara
བསྒྲགས་པ་	1)+vaghoṣaṇa 2) kīrtana 3) kīrtita 4) kīrtyamāna 5) gamita 6) garjita 7) dattamādhurya 8) prasiddhi 9) ravitā 10) vādita 11) śrāvita 12) saṃpravādita 13)
འབྲུག་སྒྲ་བསྒྲགས་པའི་དབྱངས་	garjitameghaghoṣa
རྔ་ཆེན་བསྒྲགས་པ་	dundubhisaṃpravādita
སྒྲ་བསྒྲགས་པ་	śabdayet
བསྒྲགས་པའི་གསུང་	garjitaghoṣa
རབ་ཏུ་བསྒྲལ་	pratārita
བསྒྲལ་ཏེ་	1) atikramya 2) attārayitavya
བསྒྲལ་བ་	1) uttaraṇa (?) 2) uttāraṇa 3) uttāraṇatā 4) vimokṣaṇa 5)
རབ་ཏུ་བསྒྲལ་བ་	pramokṣaṇa
བསྒྲལ་བར་བགྱི་	tareyam
བསྒྲལ་བར་བྱ་	1) uttārayeyam 2) tārayitavya
བསྒྲལ་བྱ་	taraṇī, tarī
བསྒྲལ་ཡས་	1) atara 2) ataru
བསྒྲིགས་པ་	grathita
བསྒྲིབ་པ་	chādita
བསྒྲིབ་པའི་ལུང་དུ་མི་སྟོན་པ་	nivṛtāvyākṛtāḥ
བསྒྲིབས་བགྱིས་པ་	āvṛta
བསྒྲིབས་པ་	1) āvaraṇa 2) āvṛta 3) gopāyita 4) chādita 5) nivṛta
བསྒྲིབས་པ་མེད་	na ... āvṛtaḥ
བསྒྲིབས་པའི་ལུང་དུ་མི་སྟོན་པ་	nivṛtavyākaraṇa
རབ་ཏུ་བསྒྲིམས་ནས་	prayatnataḥ
བསྒྲིམས་ཏེ་	1) ādarāt 2) nirbandhāt 3) praṇaya
ཕྱོགས་གཅིག་བསྒྲིམས་ཏེ་བརྗོད་	ekadeśapraṇayaḥ kriyate
བསྒྲིམས་ཏེ་བྱ་	yatnaṃ karomi
བསྒྲིམས་པ་	1) racita 2) niyucyase
བསྒྲུངས་སྐྱེས་པ་	ūrjā
བསྒྲུན་ལྡོམ་	sāmya (?)
བསྒྲུན་པ་	pratigarja
བསྒྲུན་པ་ཙམ་གྱི་བར་ཏུ་འང་མི་ཆོག་གོ་	śraupamyamapi na kṣamate
མྱ་ངན་འདས་པ་བསྒྲུབ་	nirvāṇārthin
ཡང་དག་པར་བསྒྲུབ་ཕྱིར་	samudānanāyāḥ
ངེས་པར་བསྒྲུབ་	saṃsādhya
བསྒྲུབ་དཀའ་བ་	duḥsādhya
བསྒྲུབ་པ་	1) arjana 2) 3) nirhāra 4) pratipatti 5) pratipad 6) vidhāna 7) vidhi 8) 9) samudāgata 10) samudānayana 11) sādhaka 12) sādhana 13) sādhita 14) sādhya 15) siddhi 16)
ཡང་དག་པར་བསྒྲུབ་པ་	samudānāya
ཡང་དག་པར་བསྒྲུབ་པ་	bhūtapratipatti
བསྒྲུབ་པ་དཀའ་	durāsada
བསྒྲུབ་པ་ལྟར་སྣང་བ་	sādhanābhāsa
བསྒྲུབ་པ་འདོད་པ་	cikīrṣat
བསྒྲུབ་པ་ཕུན་སུམ་ཚོགས་པ་	pratipattisaṃpat
བསྒྲུབ་པར་བགྱི་	pratipattavyam
བསྒྲུབ་པར་བྱ་	1) anuṣṭheya 3) upapādayitavya 3) niṣpādya 4) pratipattavya 5) vihita 6) samudānayitavya 7) samupasthāpayitavya 8) sāchanīya 9) sādhya
ཡང་དག་པར་བསྒྲུབ་པར་བྱ་	samyaksamudānayitavyam
བསྒྲུབ་པར་བྱ་བ་	1) niṣpatti 2) niṣpādanatā 3) pratipādya 4) sādhya 5) sādhyatva 6) sadhyadharma 7) siddhi 8)
བསྒྲུབ་པར་བྱ་བ་ཁོ་ནར་	sādhyatvena
བསྒྲུབ་པར་བྱ་བ་ཉིད་	sādhyatva
བསྒྲུབ་པར་བྱ་བ་ཉིད་དུ་	1) sādhayitum 2) sādhyatvena
བསྒྲུབ་པར་བྱ་བ་དང་སྒྲུབ་པར་བྱེད་པ་དག་	sādhyasādhana
བསྒྲུབ་པར་བྱ་བ་ལྡོག་པ་མེད་པ་	sādhyāvyāvṛtta
བསྒྲུབ་པར་བྱ་བ་ལྡོག་པ་ལ་ཐེ་ཚོམ་ཟ་ཨབ་	saṃdigdhasāśyavyatireka
བསྒྲུབ་པར་བྱ་བ་མ་ཡིན་པ་	asādhya
བསྒྲུབ་པར་བྱ་བ་མི་ཚང་བ་	sādhyavikala
བསྒྲུབ་པར་བྱ་བ་མེད་པ་	sādhyābhāva
བསྒྲུབ་པར་བྱ་བ་ཡིན་	1) iṣyate 2) sādhyate
བསྒྲུབ་པར་བྱ་བ་ལ་	1) sādhye 2) siddhau
བསྒྲུབ་པར་བྱ་བ་ལས་ལྡོག་པ་ལ་ཐེ་ཚོམ་ཟ་བ་	saṃdigdhasāśyavyatireka
བསྒྲུབ་པར་བྱ་བའི་ཆོས་	sādhyadharma
བསྒྲུབ་པར་བྱ་བའི་ཆོས་མ་གྲུབ་པ་	sādhyadharmāsiddha
བསྒྲུབ་པར་བྱ་བའི་ཆོས་ལ་ཐེ་ཚོམ་ཟ་བ་	saṃdigdhasādhyadharma
བསྒྲུབ་པར་བྱ་བར་	sādhayitum
བསྒྲུབ་པར་བྱས་	sādhayeyam
བསྒྲུབ་པར་བྱེད་	sādhana
བསྒྲུབ་པར་མཛད་	siddhi
བསྒྲུབ་པོ་	pariprāpayiṣyāmi
བསྒྲུབ་བྱ་	1) arjanīya 2) sādhana 3) sādhya
བསྒྲུབ་བྱའི་ཆོས་	sādhyadharma
བསྒྲུབ་བྱའི་ཆོས་མ་གྲུབ་པ་	sādhyadharmāsiddha
བསྒྲུབ་བྱའི་ཆོས་ལ་སོགས་པ་མ་གྲུབ་པ་	sādhyadharmādyasiddha
བསྒྲུབ་བྱར་	sādhayitum
བསྒྲུབ་སླ་བ་	susādhya
ཉ་བར་བསྒྲུབས་	upātjita
བསྒྲུབས་	āhita
ཡང་དག་པར་བསྒྲུབས་ཏེ་	samudānīta
ཤིན་ཏུ་བསྒྲུབས་	suparipiṇḍita
བསྒྲུབས་ན་མི་དཀོན་པ་	adurlabha
བསྒྲུབས་ནས་	1) sādhayitvā 2)
བསྒྲུབས་པ་	1) avakṣipta 2) āpatti 3) upahāra 4) upātta 5) upārjana 6) upārjita 7) nibhṛta 8) prasādhita 9) sādhita 10) sādhya 11) sādhyate
ངལ་བས་མ་བསྒྲུབས་པ་	aśramoparjita
བསྒྲུབས་པ་མ་ཡིན་	āpitta
ལག་པ་བསྒྲེང་སྟེ་	ūrdhvabāhu
བསྒྲེང་བ་	samucchrita
བསྒྲེང་བར་འགྱུར་	ucchrayiṣyasi
བསྒྲེང་ལ་	ūrdhva
བསྒྲེས་པ་	1) paribhāvita 2) parivarta
བསྒྲོང་	ītita
ང་	1) asmad 2) aham 3) dus 4) mad 5) mamātmika 6) mām 7) māmaka
དེ་འདིར་ང་དང་ང་ཡི་སྔོན་དུ་འགྱུར་བ་མེད་	ahaṃ mamaitīha na tasya bhoti
དྲི་ང་	durgandha
ང་དགུ་	ekonaṣaṣṭiḥ
ང་རྒྱལ་	1) agra 2) asmimāna 3) ahaṃkāra 4) ābhimānika 5) darpa 6) māna 7) ° mānin
མངོན་པའི་ང་རྒྱལ་	ābhimānika
ང་རྒྱལ་ཁེངས་པ་	mānastabdha
ང་རྒྱལ་དགྲ་	1) mānaripu 2) mānaśatru
ང་རྒྱལ་ཅན་	1) atimānika 2)+bhimānika 3) ahaṃkārin 4) mahāspardhin 5) 6) mānin
ངོན་པའི་ང་རྒྱལ་ཅན་	anadhimānikā
ང་རྒྱལ་ཉིད་	mānitā
ལས་ཀྱི་ང་རྒྱལ་ཉིད་	karmamānitā
ང་རྒྱལ་དྲེགས་སྙེམས་མུན་པ་	madamānadarpa
ང་རྒྱལ་བདོ་	mānonnata
ང་རྒྱལ་སྤོང་	mānajaha
ལྷག་པའི་ང་རྒྱལ་མེད་	anadhimānatā
ང་རྒྱལ་མེད་པ་	1) niradhimānatā 2) nirmāṇa 3) nirmāṇatā
ང་རྒྱལ་འཛིན་པ་	mānagrāhin
ང་རྒྱལ་ལས་ཀྱང་ང་རྒྱལ་	mānātimāna
ང་བརྒྱད་	aṣṭāpañcāśat
ང་ངེད་	asmad, aham, sva
ང་ཉིད་	asmad, aham, sva
ང་རང་	asmad, aham, sva
ང་ལྔ་	pañcapañcāśat
ང་གཅིག་	ekapañcāśat
ང་ཉིད་	aham
ང་ཉིད་ཀྱིས་	ahaṃ sa eva
ང་གཉིས་	dvāpañcāśat
ང་དྲུག་	ṣaṭpañcāśat
ང་བདུན་	saptapañcāśat
ང་བ་	1) āma 2) daur 3) bhīṣmaka
དྲི་ང་བ་	āmagandha
དྲི་ང་བ་	daurgandha
ང་བུ་	mam ... putrāḥ
ང་མེད་	amama
ང་མེད་པ་	nirmāṇa
ང་འཛིན་	māndhātṛ
ང་བཞི་	catuḥpañcāśat
ངཨང་	ahamapi
བདག་ཀྱང་	ahamapi
ང་ཡི་	1) asmad 2) mad 3) mama
ང་ཡི་ཐེག་པ་	madyāna
ང་ཡི་ཚུལ་	1) netrī 2) mannaya
ང་ཡི་ཚུལ་ཀྱང་རྣམ་འཇིག་བྱེད་	netrīvināśaka
ང་ཡི་ཚུལ་ཤེས་	1) mannayakovida 2) yuktijña
ང་ཡིར་བྱ་བ་མེད་	amama
ང་ཡིར་བྱ་བ་མེད་པ་	amama
ང་ཡིར་མེད་	amāya
ང་ཡིར་འཛིན་པ་	mamakāra
ང་ཡིར་འཛིན་མེད་	nirmama
ང་རོ་	1) garjita 2) nāda 3) nirghoṣa 4) rava 5) visarga 6)svara
ང་རོ་བདེ་བ་	suvacas
ང་རོ་དཔག་མེད་	amitasvara
ང་རོ་བྱིན་པ་	ārttanāsa 2) ārttasvara 3) kandana
ང་ལ་	1) aham 2) mama
ང་ལས་ནུ་	māndhātṛ
ང་སྲས་	mamātmaja
ང་གསུམ་	1) trayaḥpañcāśat 2) tripañcāśat
ངག་	1) irā 2) upadeśa 3) go 4) pralāpa 5) bhāratī 6) vacana 7) vacas 8) vāk 9) vākya 10) vāc 11) vāṇī 12) vāK
སྨན་པའི་ངག་	vaighopadeśa
སྨན་པའི་ངག་	vaidyavākya
ངག་སྐྱེས་	vāṇīja
ངག་འཁྱལ་	pralāpa, bhinnalāpa, vibhinnalāpa
ངག་འཁྱལ་བ་སྤོང་བ་	saṃbhinnapralāpāt
ངག་གི་སྐྱོན་རྣམ་པར་འཇིག་པས་ནམ་མཁའ་ལྟར་གྱུར་པ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན་	kākkalividhvaṃsanagaganakalpo nāma samādhi
ངག་གི་རྒྱན་	dīpaka
ངག་གི་རྒྱལ་པོ་སྒྲུབ་པའི་ཐབས་	vāgrājasādhana
ངག་གི་རྒྱལ་པོའི་སྒྲུབ་ཐབས་	1) vāgrājasādhana 2) vādirājasādhana
ངག་གི་སྒྲུབ་ཐབས་	vāksādhana
ངག་གི་ཉེས་པ་སྤྱོད་པ་བཞི་	catvāri vāgduscaritāni
ངག་གི་འདབ་མ་	rasanā
ངག་འདབ་	rasanā
ངག་གི་སྤྱོད་ཡུལ་	vākcittagocara
ངག་གི་ཕྱག་རྒྱ་	vaṅmudrā
ངག་གི་དབང་ཕྱུག་	vāgīśvara
ངག་གི་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས་	vāgīśvarasādhana
ངག་གི་དབང་ཕྱུག་གྲགས་པ་	vāgīśvarakīrti
ངག་གི་དབང་ཕྱུག་བསྟོད་པ་	vāgīśvarastotra
ངག་གི་ཚིག་	vāk
ངག་གི་རང་བཞིན་	vāṅmaya
ངག་གི་ལས་	vākkarman
ངག་གི་ལས་ཐམས་ཅད་ཡེ་ཤེས་ཀྱི་སྔོན་དུ་འགྲོ་ཞིང་ཡེ་ཤེས་ཀྱི་རྗེས་སུ་འབྲང་བ་	sarvavākkarmajñānapūrvaṃgamaṃ jñānānuparivarti
ངག་གི་ལྷ་མོ་	sarasvatī
ངག་གིས་ལེགས་པར་སྤྱོད་བཞི་	catvārivaksucaritāni
ངག་རྒྱས་པ་	vāgvistara
ངག་རྒྱུན་	prabandha
ངག་སྒྲུབ་པའི་ཐབས་	vāksādhana
ངག་བཅད་པ་	maunavrata
ངག་འཆལ་	saṃbhinnapralāpa
ངག་སྙན་པ་	priyavadya
ངག་དོན་དཔེ་	vākyārthopamā
ངག་འདབ་	rasanā
ངག་གི་འདབ་མ་	rasanā
ངག་འདོན་པ་	lapana
ངག་ལྡན་	vāgmin, vāṅmat
ངག་སྡོམ་པ་	vāksaṃyama
ངག་བསྡམས་པ་	1) vāksaṃyata 2) vāci saṃyama
ངག་རྣམ་པར་དག་པ་	vāgviśuddhi
ངག་བྱེད་	lapamāna
ངག་དབང་གྲགས་	vāgīśvarakīrti
ངག་དབང་ལྷ་མོ་	vāgīśvarī devī
ངག་སྦྱོར་	vāgyojanā
ངག་མ་	vācā
ངག་མེད་	samādhi
ངག་མཚུངས་	śamī
ངག་ཡིད་	vāṅmanaḥ
ངག་ལུགས་སེམས་ཀྱི་གནས་ངན་ལེན་	vākkāyacittadauṣṭhulya
ངག་གསལ་	vāktviṣā, vāktveṣa
ངག་ལྷ་མོ་	vāgdevī
ངགས་	kāvya
ངང་	1) nisarga 2) rasa
རང་གི་ངང་	svarasa
ངང་སྐྱ་	1) dhārtarāṣṭra 2) balākā
ངང་གྱུར་	° sātmya
ངང་ངུར་	cakavāka
ངང་ཅན་	° śālin
གཏོང་བའི་ངང་ཅན་	tyāgaśālin
ངང་འཇམ་	sauratya
ངང་བརྟན་	dṛḍhatva
ངང་པ་	1) cakravāka (?) 2) haṃsa
ངང་པ་ཤིན་ཏུ་སྐད་སྙན་ཡིད་འོང་ལྡན་	haṃsasvanātyantamanohara
ངང་པའི་རྱལ་པོ་	1) dhṛtarāṣṭra 2) rājahaṃsa
ངང་པའི་སྟབས་སུ་གཤེགས་པ་	haṃsavikrāntagāmin
ངང་པའི་ཚོགས་	kadamba
ངང་མོ་	1) haṃsa 2) haṃsī
ངང་ཚུལ་	1) jiṣṇu 2) śīla
ངང་ཚུལ་ཅན་	1) ° śīla
ངང་ཚུལ་བཟང་པོ་	śīlabhadra
ངང་རིངས་མ་	durdurā
ངན་རིངས་མ་	durdurā
སྤོས་ཀྱི་ངད་ལྡན་པ་	gandhamādana
ངན་	1) 2) asat 3) kaluṣa 4) ku ° 5) kutsita 6) dīna 7) duḥ ° 8) nīcatā 9) rūkṣa 10) virūpa
བྱུནར་ངན་	adhanya
སྐྱེ་བོ་ངན་	asajjana
སྒྲ་ངན་	kuru
ལམ་ངན་	kumārga
མིག་རྩ་ངན་	dīnadṛṣṭa
སྐྱེ་བོ་ངན་	durjana
མདོག་ངན་ཞིང་	durvarṇa
རྨིན་ངན་	duḥsvapna
ངན་རྐྱེན་པ་	kilāsa
ངན་སྐྱུགས་	purīṣa
ངན་སྐྱེས་	antaja, bhūmija
ངན་འགྲོ་	1) apahnava 2) āpāyika 3) jāyānujīvana 4) taḍit 5) durga 6) durgati
ངན་འགྲོ་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བ་གཙུག་ཏོར་རྣམ་པར་རྒྱལ་བ་	sarvadurgatipariśodhani uṣṇīṣavijayā
ངན་འགྲོ་ལོག་པར་ལྟུང་བ་	vinipātagāmin
ངན་འགྲོའི་མིང་ལ་	durgatayaḥ
ངན་འགྲོར་གྲོ་བར་འགྱུར་	durgatigāmin
ངན་འགྲོར་འགྲོ་	yānti durgatim
ངན་འགྲོར་ནད་དང་འཆི་བ་དང་	durgativyāśimaraṇa
ངན་ངོན་	1) avara 2) avaraka 3) itvara 4) kisara 5) netaretara 6)
སྐྱེས་ངན་ངོན་	yadvā tadvā pratiprābhṛtam
ངན་ངོན་གྱིས་ཆོག་མི་ཤེས་པ་	nataratareṇa saṃtuṣṭiḥ
ངན་ངོན་མ་ཡིན་པར་ཐོབ་པ་	akisaralābhin
ངན་ངོན་ཙམ་གྱི་ཆོག་ཤེས་པ་	avaramātrakaprasāda
ངན་ངོན་ཙམ་གྱི་དད་པ་ངན་ངོན་ཙམ་གྱི་དད་པ་	avaramātrakaprasāda
ངན་རྙེད་	kacchura
ངན་རྟོག་པ་	asadvitarka
ངན་ཐབས་	pukkasa
ཕྲ་མ་	pukkasa
ཁྲམ་པ་	pukkasa
ངན་དུ་བརྗོད་པར་བྱེད་	kutsayanti
ངན་དུ་སྤྱོད་པ་	duścarita
ངན་དྲ་བ་	kujāla
ངན་པ་	1) ajña 2) abhiṣakta 3) amedhya (?) 4) asatya 5) itvara 6) ku ° 7) kuṭila 8) kuhanā 9) khala 10) caṇḍa 11) duḥ ° 12) durvidagdha 13) dhik 14) dhūrta 15) pratyavara 16) manda 17) lūha 18) vi° 19) śaṭha 20) hīna
སྐྱེ་བ་ངན་པ་	asatyajana
འདོད་ལྡན་ངན་པ་	kukāmin
མུ་སྟེགས་ཅན་ངན་པ་	kutīrthya
སྐྱེ་བ་ངན་པ་	durjana
མཐའ་ངན་པ་	duranta
རྨི་ངན་པ་	duḥsvapna
རྨི་ལམ་ངན་པ་	duḥsvapna
ཟས་དང་སྐོམ་ངན་པ་ཟ་འཐུང་	lūhānnapānabhojīsaṃtuṣṭaḥ
གཟུགས་ངན་པ་	virūpa
ངན་པ་བརྗོད་པ་	abhyākhyāna
ངན་པ་འདི་	dhik
ངན་པའི་རྟོག་པ་	kutarka
ངན་པའི་མི་	ahoḍim, uhoḍim
ངན་པའི་གཙུག་ལག་	ākhyāyikā
ངན་པའི་གཙུག་ལག་དང་གཏམ་	kutīrthya
ངན་པར་བརྩི་བ་	kutsana
ངན་པོ་	ku °
ངན་སྤོང་	bhṛgu
ངན་སྤོང་གི་བུ་	bhārgava
ངན་བྱ་བ་	dhikkṛta
ངན་རྨོངས་	1) khala 2) mūrkha
ངན་སྨྲ་	apalāpa, nihnava
ངན་ཚབས་ཆེ་བ་	balīyas
ངན་བཟོས་མ་བྱས་པ་	akarmārakṛta
ངན་རིངས་མ་	durdurā
ངང་རིངས་མ་	durdurā
ངན་ལ་ཞེན་པ་	kutsitāsakti
ངན་ལེན་གྱི་ཉེས་པ་འཐོབ་པར་མི་བྱེད་	adauṣṭhulyadoṣāvahatva
ངན་ཤི་	apamṛtyu
ངན་སེམས་	duṣṭacitta
ངན་སོང་	1) apāya 2) āpāyika 3) durgati
ངན་སོང་གི་སྒོ་དག་ནི་བཅད་	apāyadvārāṇi pihitāni
ངན་སོང་གི་སྡུག་བསྔལ་	apāyaduḥkha
ངན་སོང་འགྲོ་བ་	apāyagati
ངན་སོང་ཆེན་པོ་	mahāpāya
ངན་སོང་ལྟུང་བ་	āpad
ངན་སོང་ཐམས་ཅད་སྦྱོང་བའི་ཐབས་	sarvadurgatipariśodhanopāya
ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བ་	sarvadurgatipariśodhana
ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བ་ཞེས་བྱ་བའི་ཆོ་ག་མདོར་བསྡུས་པ་	sarvadurgatipariśodhana saṃkṣipta nāma
ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བ་གཟི་བརྗིད་ཀྱི་རྒྱལ་པོ་བརྟག་པ་སྣང་བའི་རྒྱན་	sarvadurgatipariśodhanatejorājakalpālokālaṃkāra
