Tibetan	Description
དཔྲུལ་	/p.དཔྲུལ་ /ps.དཔྲུལ་ /f.དཔྲུལ་ /tr. /m.1. To make something verb spherical less spherical. 2. (archaic) To scratch an itch. 3. (archaic) To ornament with an ornament.
དཔྲེ་	/p.དཔྲེ་  /ps.དཔྲེས་ /f.དཔྲེ་ /imp.པྲེས་/ch.ex.སྐྲ་སོགས་་/m.(archaic) To roll up, turn up.
སྤ་	/p.སྤ་ /ps.སྤས་ སྤ་ /f.སྤ་ /imp.སྤས་ -./inv./tr. /synt. [e.a] /m.To put on ornaments, to beautify, to put on, to wear (archaic) To ornament, bedeck To adorn, decorate, ornament./n. Compare: spras.
སྤག་	/p.སྤག་ སྤགས་  /ps.སྤགས་ /f.སྤག་ སྤགས་ /imp.སྤགས་ /int. /m.1. To sop up with meal or bread, to soak up gravy (Ja). 2. To accumulate (spag) To shift, transfer one's self (spags) To mix, to dip in, to dip a bread into soup or vegetable To become swollen, blotted.
སྤམ་	/p.སྤམ་ /ps.སྤམ་ /f.སྤམ་ /tr./cs. 'pham /m.To subdue, defeat, win.
སྤུག་	/p.སྤུག་ /ps.སྤུགས་ /f.སྤུག་ /imp.སྤུགས་ - /vl. /inv../cs. 'bug /ch.ex.སྦྲག་མར་་/m. To reverse, turn up side down.
སྤུང་	/p.སྤུངས་ སྤུང་ /ps.སྤུངས་ /f.སྤུངས་ སྤུང་ /imp.སྤུངས་ - /vl. /tr. /ch.ex.འབྲུ་སོགས་ཕུངབོར་་ mangdu (spungs) phyogs gcig(-) ND/m.1. To heap, accumulate, pile up. 2. To fill up To accumulate, to heap, to pile up For many things to be gathered together into a pile To accumulate, gather in one place.
སྤུད་	/p.སྤུད་ /ps.སྤུད་ /f.སྤུད་ /imp.སྤུད་ /vl. /tr. /synt. [e.a] /m.To put on, wear, to ￼put on ornaments (archaic) To decorate, ornament, bedeck To wear, put on ornaments.
སྤུབ་	/p.སྤུབ་ /ps.སྤུབས་ /f.སྤུབ་ /imp.སྤུབ་ སྤུབས་/cs. 'bub /ch.ex.ལྷུང་བཟེད་སོགས་ཀྱི་ཁ་་/m.To reverse, to turn upside down To turn upside down, to reverse upside down (dialect) To turn down the rim of a vessel.
སྤུར་	/p.སྤུར་ /ps.སྤུརད་ སྤུར་ /f.སྤུར་ /imp.སྤུརད་ - སྤུར་ /vl. /inv./tr./cs. 'phur /ch.ex.བྱ་སོགས་་/m.To make fly, to scare up, to let fly To cause to fly, to make fly To make fly (a bird &c.) 1. To make fly. 2. To give, send off.
སྤེལ་	/p.སྤེལ་  /ps.སྤེལད་ སྤེལ་ /f.སྤེལ་ /imp.སྤེལད་ - སྤེལ་ /vl./inv./tr. /synt. [e.a]./cs. 'phel /ch.ex.ཆོས་སྲིད་ཀྱི་འཕྲིན་ལས་སོགས་་ rgya cher /m.1. To augment, to increase. 2. To diffuse. 3. To multiply (arithmetic) (Rtsii). 4. To conjoin, unite together, compose 1. To make larger, more plentiful. 2. To know many people. 3. (mathematics) To multiply 4. To mutually compound, combine 1. To increase, make larger. 2. To connect, join, combine, mix./n.(Denwood 1991: 136) suggests the following forms bel, 'bel, 'phel, spel, phe'u, 'phe'u, with the meanings 'declare, make known, publicize, expose, accuse.'
སྤོ་	/p.སྤོ་ སྤོད་ /ps.སྤོས་ /f.སྤོ་ /imp.སྤོས་ /vl. /tr. /synt. [e.a]./cs. 'pho /ch.ex.གོམ་པ་སོགས་་ gos gdan sogs /m.To alter, change To change, transfer, shift, to apply some illustration or reasons, to prove some other facts in some manner, to step 1. To move by taking steps. 2. To raise the location of something 1. To change, transform. 2. To classify./n. suggests that spyo 'to blame, scold' is derived from this verb via palatalization.
སྤོག་	/p.སྤོག་  /ps.སྤགས་ /f.སྤག་ /imp.སྤོགས་ /vl. /tr. /m.To carry elsewhere, remove To cause to rise up, to jump up, to cause to become superior, to promote, to send, to cause to move To raise from a low level to a high level 1. To mix, combine. 2. To raise, move to another place.
སྤོང་	/p.སྤོང་  /ps.སྤངས་ , ￼ /f.སྤང་  /imp.སྤོངས་  སྤོང་ /vl., /tr. /synt. [e.a]./cs. phangs /ch.ex.སྡིག་པ་དང་མི་དགེ་བ་སོགས་་ rkyon /m.To abandon, renounce, leave, deliver up, reject, throw out To give up, abandon, to renounce, to practice To get rid of, hide away. 2. To separate, break a connection To clear away, get rid of.
སྤོད་	སྤོད་ gives as the present of སྤོ་
སྤོབས་	[1]/p.སྤོབས་  /ps.སྤོབས་ /f.སྤོབས་ /imp.སྤོབས་/ch.ex.མང་པོའི་ནང་དུ་་/m.To dare, venture.
སྤོབས་	[2]Auxiliary:spobs Function:To have courage, inner strength.
སྤོར་	/p.སྤོར་  /ps.སྤརད་ སྤར་ /f.སྤར་ /imp.སྤོརད་ སྤོར་ /vl. /tr. /cs. 'phar, /ch.ex.མེ་དང་གོང་དུ་་/m.To elevate, raise 1. To increase, raise, promote. 2. To light a fire To move from a previous place to another. 2. For something fixed (e.g. a wall) to quiver, slant, and fall. 3. To put in a higher place 1. To set on fire. 2. To raise a price. 3. To put in a higher place. 4. (archaic) To change, shift, alter.
སྤོར་	/p.སྤོར་ /ps.སྤོར་ /f.སྤོར་ /tr. /m.1. To move from an earlier place to another place. 2. To change, exchange.
སྤྱང་	[1]/p.སྤྱང་ /ps.སྤྱང་ /f.སྤྱང་/int. /m.To keenly feel, to experience clearly.
སྤྱང་	[2]/p.སྤྱང་ སྤྱོང་ /ps.སྤྱངས་ /f.སྤྱང་ /imp.སྤྱོང་ /vl. /tr./cs. 'phyang /m.To suspend, make hand down (Ja) To hang down, dangle down (a rop e &c.).
སྤྱིང་	/p.སྤྱིང་ /ps.སྤྱིངས་ /f.སྤྱིང་ /imp.སྤྱིངས་ སྤྱིང་ /vl. /tr./cs. 'bying /ch.ex.མཚོ་སོགས་ལ་་/m.To vanish, be lost, to sink, lower down, dip under To cause to sink down, to submerge To make something sink into water To make sink.
སྤྱིལ་	/p.སྤྱིལ་ /ps.སྤྱིལ་ /f.སྤྱིལ་ /tr. /m.To plaster (mud &c.).
སྤྱུག་	/p.སྤྱུག་ /ps.སྤྱུགས་ /f.སྤྱུག་ /imp.སྤྱུགས་ སྤྱུག་ /vl. /tr. /ch.ex.ཡུལ་གཟཧན་དུ་་/m.To expel, drive out, banish To expel, drive out, send out from a country To punish by expelling, driving out to another land a man who has broken the law at a previous time To send off elsewhere, to drive away, expel.
སྤྱོ་	/p.སྤྱོ་ /ps.སྤྱོས་ /f.སྤྱོ་ /imp.སྤྱོས་ /vl. /tr. /ch.ex.ངན་གཏམ་སོགས་ཀྱི་་/m.To abuse, revile, blame, scold To scold, blame with angry words, to reprove To threaten, menace with forceful and bellicose words To use harsh words, criticize, threaten, menace./n. suggests that this verb derives from spo via p alat aliz at ion.
སྤྱོང་	སྤྱོང་ gives as the present of སྤྱང་
སྤྱོད་	/p.སྤྱོད་ /ps.སྤྱད་ /f.སྤྱད་ /imp.སྤྱོད་ /vl. /tr. /synt. [e.a] /ch.ex.དགེ་སྡིགསོགས་་ longs su /m.1. To practice, perform, accomplish, perpetrate, succeed in To put to use, to make use of, utilize, to take pain for a success, to face some difficulty or difficulties 1. To eat, wear (food, clothes &c.). 2. To do 1. To do, cause. 2. To experience deterioration, to be used.
སྤྱོན་	/p.སྤྱོན་ /ps.བྱོནད་ སྤྱོནད་ སྤྱོན /f.འབྱོན་ སྤྱོན་ /imp.སྤྱོནད་ སྤྱོན་ /vl. /int. /cs. 'byon /ch.ex.ཚུར་ལ་་/m. (archaic, honorific) To come, arrive To make one go, make one come (honorific) To exhort to come hither To come, to arrive.
སྤྱོམ་	/p.སྤྱོམ་ /ps.སྤྱོམས་ /f.སྤྱོམ་ /imp.སྤྱོམ་ སྤྱོམས་ /vl. /tr. /ch.ex.སྐྱོན་སོགས་་/m.To boast, to exhibit with ostentation To self-praise, to boast To show off (good qualities &c.) to others To show off, to exaggerate for others.
སྤྲ་	སྤྲ་  give as the present of སྤྲས་
སྤྲང་	/p.སྤྲང་ /ps.སྤྲང་ /f.སྤྲང་ /int. /m.To wander without livelihood in order to beg (food &c.).
སྤྲད་	སྤྲད་ gives as the present of སྤྲོད་
སྤྲས་	/p.སྤྲས་ སྤྲ་  /ps.སྤྲས་ /f.སྤྲས་ སྤྲ་ /imp.སྤྲས་ སྤྲོས་ /vl. /tr. /synt. [e.a] /ch.ex.རྒྱན་སོགས་ཀྱིས་་/m.To adorn, to decorate To put on, wear, beautify To decorate (with ornaments &c.) To decorate, embellish, ornament./n. Compare: spa.
སྤྲིང་	/p.སྤྲིང་  /ps.སྤྲིངས་ /f.སྤྲིང་ /imp.སྤྲིང་ སྤྲིངས་ - /vl. /tr. /ch.ex.ཡི་གེ་སོགས་་ phrin yig sogs (springs) phrin yig (-) /m.To send a message, to give information, to send word To send a letter &c To give, send a letter To send, bestow, prolong./n.(Takeuchi 1990: 181) neutral as to social rank (cf. stol and gsol).
སྤྲིབ་	/p.སྤྲིབ་ སྤྲིབས་ /ps.སྤྲིབས་ /f.སྤྲིབ་ /imp.སྤྲིབས་/ch.ex.ལྟོ་བ་་/m.To be hungry (Sch.) (archaic) To be hungry 
སྤྲུག་	/p.སྤྲུག་  /ps.སྤྲུགས་ /f.སྤྲུག་ /imp.སྤྲུགས་ - /vl. /inv./int. /ch.ex.གདན་སོགས་་ rdul sogs (sprugs) rdul (-) /m.To shake, to shake off, to beat out (e.g. dust) To shake off, to shake To move back and forth quickly To shake, agitate. 2. (archaic) To be finished, spent. 3. (archaic) To purify.
སྤྲུལ་	/p.སྤྲུལ་  /ps.སྤྲུལད་ སྤྲུལ་ /f.སྤྲུལ་ /imp.སྤྲུལད་ སྤྲུལ་ - /vl./inv./int. /tr. /synt. [e.a] /ch.ex.སྒྱུ་མ་སོགས་་ skye ba (spruld) skur (-) /m.To appear to change, to transform one's self, to cause illusions, to alter an object by magic To transform, to perform miracles, to exhibit a miracle, to incarnate To change (of speech by superstition or divine stories To manifest (of the body of Buddha which arises because of Buddhist teachings).
སྤྲོ་	[1]/p.སྤྲོ་  /ps.སྤྲོ་ /f.སྤྲོ་ /imp.-./inv./int. /synt. [a.o] /m.To feel energy for, incline toward, to delight in To be happy, to be delighted.
སྤྲོ་	[2]/p.སྤྲོ་  /ps.སྤྲོས་ /f.སྤྲོ་ /imp.སྤྲོས་ - /vl. /tr. /int. /synt. [e.a]./cs. 'phro ; /ch.ex.འོད་སོགས་་/m.1. To go out, proceed (of light, of the wind). 2. To enlarge upon by way of explaining To focus rays, enlarge, spread out 1. To make light spread. 2. To shoot out quickly 1. To disseminate, spread, produce. 2. (dialect) To warm up.
སྤྲོད་	/p.སྤྲོད་ སྤྲད་ /ps.སྤྲད་ /f.སྤྲད་/imp.སྤྲོད་ /vl. T C/tr. /synt. [e.a]./cs. 'phrod /ch.ex.ལག་ཏུ་དབྱུག་པ་སོགས་་ 'thab mo dang lag tu /m.1. To bring together, to put together, to make to meet. 2. To deliver a message. 3. To pay. 4. To explain 1. To give, contribute. 2. To cause to meet, cause to fight, introduce. 3. To prove 1. To give. 2. To entrust with, charge with. 3. To send, cause to be obtained in hand. 4. To bind, tighten. 5. To cause to understand through clear explanation. 6. To make to mutually meet, to introduce 1. To give, send. 2. To join together, meet.
སྤྲོས་	/p.སྤྲོས་ /ps.སྤྲོས་ /f.སྤོས་ /tr. /m.To speak extensively.
ཕངས་	/p.འཕང་ ཕངས་ /ps.ཕངས་ /f.ཕང་ ཕངས་ /imp.ཕངས་ /int./res. spong/m.To feel for losing something or someone 1. To be affectionate, near at hear. 2. To be sad, remorseful.
ཕན་	/p.ཕན་ /ps.ཕནད་ ཕན་ /f.ཕན་ /imp.ཕན་ ཕནད་ -.Iནནོལུནཏརཡ:/int. /synt. [a.o] /ch.ex.སྔགས་དང་རྫས་སོགས་ཀྱིས་་/m.To benefit, to be of use, to be useful To benefit, to be of use, to be useful, to be helpful 1. To be able, for good fruit to arise To be helpful.
ཕིགས་	/p.ཕིགས་ /ps.ཕིགས་ /f.ཕིགས་ /imp.-./inv./int. /m.1. To comprehend. 2. (dialect) To open, puncture./n. Compare: 'bigs.
ཕིར་	/p.ཕིར་ /m.(in West) To fall down (Ja).
ཕུད་	ཕུད་ gives as the present of འཕུད་
ཕུབ་	/p.ཕུབ་ /m.To probe into, to penetrate into the meaning, to get at the sense.
ཕེད་	/p.ཕེད་ /ps.ཕེད་ /f.ཕེད་ /imp.ཕེད་ /vl. /inv./tr. /m.To be able to cut, slice (wood &c.), to be able to excavate, dig(a tooth &c.).
ཕེབས་	/p.ཕེབ་ ཕེབས་ /ps.ཕེབས་ /f.ཕེབས་ /imp.ཕེབས་ /vl. /int. /m.(honorific) To come, arrive, go, depart To go, come, to move (honorific) To go, come, arrive (honorific) To go, come.
ཕེའུ་	/n.(Denwood 1991: 136) suggests the following forms bel, 'bel, 'phel, spel, phe'u, 'phe'u, with the meanings 'declare, make known, publicize, expose, accuse.'
ཕེར་	/p.ཕེར་  /ps.ཕེར་ /f.ཕེར་ /tr. /m.To be able, capable of, equal to To be able, to be allowed.
ཕོག་	ཕོག་ gives as the present of འཕོགས་
ཕོངས་	/p.ཕོངས་ /ps.ཕང་ /m.To save, spare, to use economy.
ཕོང་	ཕོང་ gives as the present of འཕོངས་
ཕོངས་	ཕོངས་ gives as the present of འཕོངས་
ཕོད་	/p.འཕོད་ /ps.ཕོད་ /f.འཕོད་ /imp.ཕོད་/aux.ཕོད 'phod, /synt. [e.a] /m.1. To cope with, to be able, to coerce. 2. To withstand, to be a match for To be capable of taking risk, to be courageous, to be able of taking decisions To have courage, to be able.
ཕྱིད་	/p.ཕྱིད་  /ps.ཕྱིད་ /f.ཕྱིད་ /int. /m.1. To suffice, to be sufficient. 2. To freeze, become frozen For skin and flesh of a body and organic matter to change nature having frozen.
ཕྱིན་	/p.ཕྱིནད་ ཕྱིན་ /ps.ཕྱིནད་ ཕྱིན་ /f.ཕྱིན་ /imp.ཕྱིནད་ /int. /ch.ex.གནས་དང་ཡོན་ཏན་སོགས་ཀྱི་ཕ་རོལ་ཏུ་་/m.To go, arrive./n.generally regarded as the past of 'gro.
ཕྱིས་	/p.ཕྱིས་ /ps.ཕྱིས་ /f.ཕྱིས་ /int. /m.To purify through rubbing an unclean smell on top of something.
ཕྱུག་	/p.ཕྱུག་ /ps.ཕྱུག་ /f.ཕྱུག་ /imp.ཕྱུག་ -./inv./int. /m.To enrich, to become rich To have many things To have great things, have many things.
ཕྱེད་	/p.ཕྱེད་  /ps.ཕྱེད་ /f.ཕྱེད་ /imp.ཕྱེད་ -./inv./int. /synt. [a.o] /m.To change To change, to be separated 1. To distribute, to separate individually. 2. To change 1. To distinguish, separate, separate boundaries. 2. To divide mentally, to know characteristics./n.(Stein 1939: 306-7, 1942: 230) suggests this verb is related to phya 'oracle.'
ཕྱོ་	/p.ཕྱོ་ ཕྱོ་ ཕྱོ /ps.ཕྱོ་ /f.ཕྱོ་ /imp.ཕྱོ་/m.To incite or set on a dog. To order a dogto bite someone A sound to incite, provoke a dog.
ཕྱོགས་	/p.ཕྱོགས་  /ps.ཕྱོགས་ /f.ཕྱོགས་ /imp.ཕྱོགས་ -./inv. /vl. /int. /synt. [a.o].Denominative of:ཕྱོགས་ «direction» []/m.1. To go aside, diverge, to turn. 2. To become visible, to make evident to To divert, turn aside, go aside To turn `1. To face. 2. To enter upon an action. 3. To mentally attend to.
ཕྱོད་	/p.ཕྱོད་ /m.To be thorough, to carry through.
ཕྲལ་	ཕྲལ་ gives as the present of འཕྲལ་
ཕྲས་	/p.ཕྲས་ /ps.ཕྲས་ /f.ཕྲས་ /int. /m.To stretch out the hands and feet.
ཕྲི་	ཕྲི་ gives as a present of འཕྲི་
ཕྲུལ་	/p.ཕྲུལ་ /ps.ཕྲུལ་ /f.ཕྲུལ་ /imp.-./inv./int. /m.To hang down.
ཕྲེལ་	ཕྲེལ་ gives as the present of འཕྲལ་
དཕྲོག་	དཔ་ hrog (Rdo 46). gives as a p resent of 'p hrog.
འཕག་	/p.འཕག་ /ps.འཕག་ /f.འཕག་ /int. /m.For living creatures to shake, quiver.
འཕག་	/p.འཕག་ འཕགས་  /ps.འཕགས་ /f.འཕག་ འཕགས་ /imp.འཕགས་ - འཕོགས་Iནནོལུནཏརཡ: /vl. /int. /synt. [Abs. Abl/Ela.] /ch.ex.གོང་དུ་་/m.To rise up, to be elevated, to raise one's self, to be uplifted or raised, to ascend To bounce, to jump up, to be elevated 1. To become higher in the upward direction. 2. To remain from others To fly, flutter upward./n.The verb tables of give 'phags as a separate verb, the text does not justify this, nor does (li yung khrang 1988) follow them in this.
འཕང་	/p.འཕང་ ཕང་ ཕོངས /ps.ཕངས་ /f.ཕང་ /imp.ཕངས་ /m.To save, spare, use economy (Ja) To cause to be avaricious.
འཕང་	འཕང་ gives as a present of ཕངས་
འཕམ་	/p.འཕམ་  /ps.ཕམ་ འཕམ་ /f.ཕམ་ འཕམ་ /imp.ཕམ་ ཕམས་ - Iནནོལུནཏརཡ:/int. /synt. [a.o] /ch.ex.དཔུང་སོགས་་/m.To be defeated, subdued, vanquished, worsted, to succumb To be defeated, to lose, fail, to feel dissatisfactory, to feel sorry 1. To be defeated. 2. To deteriorate, weaken (belief, mental vigor &c.) To be defeated unmatched by the other side.
འཕར་	/p.འཕར་ འཕརད་ /ps.འཕརད་ འཕར་ ཕར /f.འཕར་ /imp.འཕར་ འཕརད་ ཕརད -./inv./int./res. spor /ch.ex.གོ་ས་དང་ནད་སོགས་་/m.1. To leap up, to fly up, to bound, to throb. 2. To be raised, elevated, promoted, advanced. 3. To flutter, to move to and fro (A. 16) To increase, to become higher, increase, to go higher up, fly up, to pulse 1. To multiply. 2. To get larger, higher. 3. To move to and fro 1. To raise up, tremble. 2. To increase, multiply./n.(Simon 1971: 474) suggests this verb is related via ablaut to 'phur 'to fly'
འཕིབས་	/p.འཕིབས་ འབུབས་ /ps.ཕིབ་ ཕིབས་ /f.དབིབ་ དབུབས་ /imp.ཕིབས་ /vl. /ch.ex.ཐོག་སོགས་་/m.To pitch a tent, roof, umbrella./n. Compare: 'bubs.
འཕིརད་	/p.འཕིརད་ /ps.ཕིར་ /f.འཕིར་ /imp.ཕིརད་ /m.To jump, leap, sparkle.
འཕུང་	/p.འཕུང་ འཕུངས་ /ps.ཕུང་ /f.འཕུང་ /imp.ཕུངས་ - /inv./int. /synt. [a.o] /m.To degenerate, decay, to be in declining circumstances, to wear away To ruin, to degenerate, to decay To destroy, harm, injure 1. To lose, destroy, harm, injure. 2. To be collected together, to compound, assemble, collect.
འཕུད་	/p.འཕུད་ ཕུད་ /ps.ཕུད་ /f.ཕུད་ འཕུད་/imp.ཕུད་ /vl. /tr. /int. /synt. [e.a]./res. 'bud /ch.ex.ཚོགས་ཀྱི་ནང་ནས་་/m.To transfer, lay aside, to put apart 1. To take out from among, to expel. 2. To take from the body (wool &c.). 3. To take something from one direction and drive away To expel out, drive away.
འཕུབ་	འཕུབ་ gives as the present of འབུབས་
འཕུར་	[1]/p.འཕུར་  /ps.ཕུར་ /f.དབུར་ འཕུར་ /imp.ཕུརད་ /vl. /tr. /synt. [e.a] /m.To rub with the hand (e.g. in washing), to scratch softly (Ja) To rub, to tan To touch again and again in the same place, to tub To tan, to scratch.
འཕུར་	[2]/p.འཕུར་ /ps.འཕུརད་ ཕུར་ འཕུར /f.འཕུར་ /imp.འཕུར་ འཕུརད་ - Iནནོལུནཏརཡ: /vl. (Hoshi ￼2003)/int. /synt. [a.o]./res. spur /ch.ex.ནམ་མཀར་་/m.1. To fly. 2. To fan, flop to and fro To fly, to fly in the sky 1. For a bird, kind of insect to use wings to go, come in the intermediate space between heaven and earth. 2. For something to float, fly in the sky To go in the sky, fly in the intermediate space between heaven and earth./n.(Simon 1971: 474) suggests this verb is related via ablaut to 'phar 'to raise'
འཕུལ་	/p.འཕུལ་ /ps.འཕུལད་ འཕུལ་ /f.འཕུལ་ /imp.འཕུལ་ འཕུལད་ /vl. /tr. /ch.ex.གྲངས་སོགས་ཀྱི་ཁ་དངནན་ནས་ཕྱིར་་/m.To press, drive, push, knock To be prefixed, to come in front of To make pass 1. To leave behind, abandon, reject. 2. To prefix a letter to a root letter.
འཕེན་	/p.འཕེནད་ འཕེན་ /ps.འཕངས་ /f.འཕང་/imp.ཕོངས་ འཕོངས་ ཕོང 'phend /vl. /tr. /synt. [e.a] /ch.ex.ཟོར་དངམདའ་སོགས་་ mda' sogs /m.To throw, to fling. To throw, shoot, to give up To expel, shoot out (arrows, bullets &c.) relying on (elastic power &c.) To throw, strike, throw out, throw away.
འཕེབས་	འཕེབས་ gives as the present of འབེབས་
འཕེར་	/p.འཕེར་ /ps.ཕེརད་ འཕེར་ /f.ཕེར་ འཕེར་ /imp.འཕེརད་ -./inv./int. /m.To raise To be able, to be capable, to be serviceable, to be eligible To be able, appropriate.
འཕེལ་	/p.འཕེལ་ འཕེལད་ /ps.འཕེལ་ ཕེལ་ འཕེལད /f.འཕེལ་ /imp.འཕེལ་ ཕེལད་ འཕེལད -./inv./int. /synt. [a.o]./res. spel /ch.ex.འཆད་ཉན་དང་རྟ་ནོར་སོགས་་/m.To increase either in number or in size, to become more or larger To increase, to become larger, bigger, to become wider, develop 1. To increase in number. 2. To increase in size, volume To increase in size, increase in number./n.(Denwood 1991: 136) suggests the following forms bel, 'bel, 'phel, spel, phe'u, 'phe'u, with the meanings 'declare, make known, publicize, expose, accuse.'
འཕོ་	/p.འཕོ་  /ps.འཕོས་ འཕོ་ /f.འཕོ་ /imp.འཕོས་ ཕོས་ -.Iནནོལུནཏརཡ:/int. /synt. [a.o]./res. spo /ch.ex.གནས་དང་རྣམ་ཤེས་སོགས་་ gnas nas /m.To change ￼place, go, move oneself away, migrate To be transferred, to move from one place to another place, to change 1. To move from one place to another place. 2. To die To go, to pass on./n. suggests 'phyo 'range, roam about, gambol' is derived from this verb via palatalization.
འཕོག་	/p.འཕོག་ འཕོགས་ ཕོག /ps.ཕོག་ /f.ཕོག་ འཕོག་ /imp.ཕོག་ ཕོགས་ - Iནནོལུནཏརཡ:/int. /synt. [a.o]./res.'bogs /ch.ex.གནད་དངཐུགས་་/m.To strike, to affect, influence, touch To hit, strike 1. To hit on top. 2. To come on top of the meaning of a verbal expression, to hurt, to offend someone. 3. To get sick, be ill To hit, strike./n. Compare: 'bags, sbag.
འཕོང་	/p.ཕོངས་ འཕོངས་ ཕོང /ps.འཕོངས་ ཕོངས་ /f.ཕོངས་ འཕོང་ འཕོངས phong /imp.ཕོངས་ - /inv./int. /synt. [a.i]/ch.ex.རྒྱུ་ནོར་སོགས་ཀྱིས་་/m.1. To be poor, indigent, unfortunate. 2. (with instrumental) To be bereft of, to lose To be destitute, to become poor To become poor, to not have many possessions To be poor.
འཕོད་	འཕོད་ give as an alternate of phod
འཕོལ་	/p.འཕོལ་ /ps.ཕོལད་ /f.ཕོལ་ /imp.འཕོལད་ /m.To break through the difficulties of knowing.
འཕྱ་	/p.འཕྱ་  /ps.འཕྱས་ ཕྱས་ /f.འཕྱ་ ཕྱ་/imp.འཕྱས་ /vl. /tr. /ch.ex.གཞན་ལ་་/m.To blame, censure, chide, abuse, deride To reprove, to blame, criticize To abuse, mistreat, insult, belittle.
འཕྱག་	/p.འཕྱག་ /ps.འཕྱགས་ ཕྱགས་  /f.འཕྱག་ ཕྱག་ /imp.ཕྱགས་ འཕྱགས་ ཕྱོགས 'phyogs /vl. /int. /ch.ex.རྡུལ་སོགས་་/m.To sweep To sweep, to clean with a broom To clean dirt, dust with a broom To clean.
འཕྱང་	/p.འཕྱང་  /ps.འཕྱངས་ phyang 'phyang. /f.འཕྱང་ /imp.ཕྱོངས་ ཕྱངས་ -.Iནནོལུནཏརཡ:/int. /res. spyang /ch.ex.འོག་དང་ཐུར་དུ་་/m.To hang down, to be suspended, to hang on to To be suspended, to hang down To hang down from the end of a long thing To be bent downward by nature.
འཕྱན་	/p.འཕྱན་ འཕྱནད་ /ps.འཕྱནད་ ཕྱན་ འཕྱན /f.འཕྱན་ /imp.ཕྱོནད་ ཕྱནད་ འཕྱོན /vl. /int. /ch.ex.ཕྱོགས་ཕྱོགས་སུ་་/m.To ramble, range, roam about, wander, stray from (Ja) To wonder, to ramble 1. To turn. 2. To travel without a definite destination To roam, wander.
འཕྱར་	/p.འཕྱར་ /ps.ཕྱརད་ ཕྱར་ /f.འཕྱར་ ཕྱར་ /imp.ཕྱོརད་ ཕྱོར་ འཕྱོར /vl. /tr. /synt. [e.a] /ch.ex.བ་དན་སོགས་་/m.1. To hoist, lift, to hold aloft. 2. To show, to represent, to excite, to awaken (Cs.) To lift up, to raise, to hoist a flag 1. To winnow (kinds of grain &c.) in the wind. 2. To stick in a high place To raise, hoist on high.
འཕྱི་	/p.འཕྱི་ /ps.འཕྱིས་ ཕྱིས་ /f.འཕྱི་ /imp.འཕྱི་ འཕྱིས་ - Iནནོལུནཏརཡ:/int. /synt. [a.o] /ch.ex.དུས་ཚོད་སོགས་་/m.To be late, to be belated, to come too late To be late, to come later For a certain time to pass To be late, to be delayed.
འཕྱི་	/p.འཕྱི་/res.'byi2/m.To be effaced.
འཕྱིང་	/p.འཕྱིངས་ འཕྱིང་ /ps.ཕྱིང་ འཕྱིངས་ /f.འཕྱིང་ འཕྱིངས་ /imp.ཕྱིངས་ - /inv./int. /synt. [a.o] /m.To intermingle, to become like felt To be tangled To be tangled, get stuck together.
འཕྱིད་	/p.འཕྱིད་ /ps.ཕྱིད་ /f.འཕྱིད་ /imp.ཕྱིད་ -./inv./int. /m.To suffice, be enough To spoil the eyes in snow 1. To suffer in the limbs, or power of eyesight. 2. To finish, to carry through with./n. Compare: 'byid1.
འཕྱིད་	[2]འཕྱིད་ give as the present of འབྱིད༢་
འཕྱིད་	[3]འཕྱིད་ gives as the present of འབྱིད༡་
འཕྱིལ་	/p.འཕྱིལ་ /m.To wind, to twist (Wdn.) (Ja).
འཕྱུག་	/p.འཕྱུག་ འཕྱུགས་ /ps.འཕྱུགས་ /f.འཕྱུག་ /imp.འཕྱུགས་ - /inv./int. /ch.ex.ཚེས་གྲངས་དང་ལམ་སོགས་་/m.1. To mistake, to be mistaken. 2. To miss To mistake, to be mistaken To make a mistake, to be confused To make a mistake, blunder, go wrong./n. Compare: 'chug.
འཕྱུར་	/p.འཕྱུར་ /ps.འཕྱུརད་ ཕྱུར་ འཕྱུར /f.འཕྱུར་/imp.ཕྱུརད་ -./inv./int. /ch.ex.མཚོ་དང་དུ་བ་སོགས་་/m.1. To ascend, to mount, to rise up (of smoke), to overflow, inundate (of rivers, lakes &c.). 2. To heap up, to accumulate (Sch.) To rise up, to overflow To bubble up (clouds, smoke &c.) To spread, diffuse, curl, swirl.
འཕྱེ་	/p.འཕྱེ་ /ps.འཕྱེས་ ཕྱེས་ /f.འཕྱེ་ /imp.འཕྱེ་ - /inv./int. /ch.ex.ཁྲོ་བ་སོགས་ཀྱིས་་/m.To crawl, to creep, like snakes To creep like a snake, to move on stomach close to the ground [sic] To crawl, slither without feet To go.
འཕྱོ་	/p.འཕྱོ་  /ps.འཕྱོས་ འཕྱོ་ ཕྱོས /f.འཕྱོ་ /imp.འཕྱོ་ འཕྱོས་ - Iནནོལུནཏརཡ:/int. /ch.ex.བར་སྣང་སོགས་སུ་་/m.1. To move, throb, be agitated. 2. To soar, to float in the air (Thgy.). 3. To flow forth, heave, smell (of fluids). 4. To range, roam about, gambol To move, to wave, to throb 1. To leap, surge upward. 2. For the mind to flitter about because of one condition. 3. To float, glide on the surface of water 1. To fly, leap. 2.To raise up, jump. 3. For the mind to be unhappy./n. suggests that this verb derives from 'pho 'change place, shift' via palatalization. suggests it is related to 'phye
